"","metric","chr","pos","end","LOD","lod_thresh"
"1","% denovo","chr1",3010274,3010274,0.179250605405518,3.20662770327064
"2","% denovo","chr1",3492195,3492195,0.179250605405567,3.20662770327064
"3","% denovo","chr1",3511204,3511204,0.179304183239745,3.20662770327064
"4","% denovo","chr1",3659804,3659804,0.179304183239745,3.20662770327064
"5","% denovo","chr1",3777023,3777023,0.179358021920645,3.20662770327064
"6","% denovo","chr1",3812265,3812265,0.179412118330475,3.20662770327064
"7","% denovo","chr1",4430623,4430623,0.179466468878295,3.20662770327064
"8","% denovo","chr1",4446737,4446737,0.179466468878344,3.20662770327064
"9","% denovo","chr1",4518714,4518714,0.179521070169327,3.20662770327064
"10","% denovo","chr1",4776317,4776317,0.179521070169376,3.20662770327064
"11","% denovo","chr1",4820983,4820983,0.179575918203275,3.20662770327064
"12","% denovo","chr1",4847112,4847112,0.179634958687945,3.20662770327064
"13","% denovo","chr1",4878056,4878056,0.191255649414664,3.20662770327064
"14","% denovo","chr1",5018010,5018010,0.191301911922323,3.20662770327064
"15","% denovo","chr1",5025197,5025197,0.171467530381541,3.20662770327064
"16","% denovo","chr1",5028801,5028801,0.17146753038159,3.20662770327064
"17","% denovo","chr1",5119671,5119671,0.171518368710457,3.20662770327064
"18","% denovo","chr1",5155818,5155818,0.171518368710506,3.20662770327064
"19","% denovo","chr1",5185979,5185979,0.160019942106264,3.20662770327064
"20","% denovo","chr1",5316776,5316776,0.16001984810487,3.20662770327064
"21","% denovo","chr1",5641533,5641533,0.141961069919712,3.20662770327064
"22","% denovo","chr1",6097778,6097778,0.141961069919712,3.20662770327064
"23","% denovo","chr1",6357478,6357478,0.0557968429087911,3.20662770327064
"24","% denovo","chr1",6747440,6747440,0.0886840860424666,3.20662770327064
"25","% denovo","chr1",6830161,6830161,0.0886840860425653,3.20662770327064
"26","% denovo","chr1",9843988,9843988,0.0886840860426147,3.20662770327064
"27","% denovo","chr1",10098253,10098253,0.153436265458596,3.20662770327064
"28","% denovo","chr1",10162992,10162992,0.0515013293181712,3.20662770327064
"29","% denovo","chr1",10809088,10809088,0.0357852631579506,3.20662770327064
"30","% denovo","chr1",11083825,11083825,0.0304164259336956,3.20662770327064
"31","% denovo","chr1",11416077,11416077,0.0304164259316219,3.20662770327064
"32","% denovo","chr1",11515687,11515687,0.0303892320699714,3.20662770327064
"33","% denovo","chr1",11793253,11793253,0.00872338594308226,3.20662770327064
"34","% denovo","chr1",12740981,12740981,0.00872338594308226,3.20662770327064
"35","% denovo","chr1",12938444,12938444,0.0470050486457986,3.20662770327064
"36","% denovo","chr1",12994801,12994801,0.0469507254017089,3.20662770327064
"37","% denovo","chr1",13055719,13055719,0.0464927960322565,3.20662770327064
"38","% denovo","chr1",13073341,13073341,0.0464556603410455,3.20662770327064
"39","% denovo","chr1",13842623,13842623,0.0464556603409961,3.20662770327064
"40","% denovo","chr1",13855369,13855369,0.0183084572332094,3.20662770327064
"41","% denovo","chr1",13860415,13860415,0.018285985315564,3.20662770327064
"42","% denovo","chr1",13890559,13890559,0.0179463980339266,3.20662770327064
"43","% denovo","chr1",14567972,14567972,0.0179463980338772,3.20662770327064
"44","% denovo","chr1",14576853,14576853,0.0771620916774849,3.20662770327064
"45","% denovo","chr1",14748117,14748117,0.0771620916774849,3.20662770327064
"46","% denovo","chr1",14753392,14753392,0.0331714709015825,3.20662770327064
"47","% denovo","chr1",14763878,14763878,0.0331714709015825,3.20662770327064
"48","% denovo","chr1",14797138,14797138,0.0331393266988452,3.20662770327064
"49","% denovo","chr1",14909034,14909034,0.0331393266988452,3.20662770327064
"50","% denovo","chr1",15206803,15206803,0.00997782431934569,3.20662770327064
"51","% denovo","chr1",15409882,15409882,0.00997782431934569,3.20662770327064
"52","% denovo","chr1",15508184,15508184,3.37187422569634e-05,3.20662770327064
"53","% denovo","chr1",15817404,15817404,3.37187422569634e-05,3.20662770327064
"54","% denovo","chr1",15981339,15981339,0.0357541162097137,3.20662770327064
"55","% denovo","chr1",16106636,16106636,0.0356769591403302,3.20662770327064
"56","% denovo","chr1",16724263,16724263,0.0356769591690656,3.20662770327064
"57","% denovo","chr1",17255046,17255046,0.0356772464808095,3.20662770327064
"58","% denovo","chr1",17259053,17259053,0.0610524517755946,3.20662770327064
"59","% denovo","chr1",17395985,17395985,0.0610523125206108,3.20662770327064
"60","% denovo","chr1",18168753,18168753,0.0339258802837999,3.20662770327064
"61","% denovo","chr1",18496617,18496617,0.0702780856926193,3.20662770327064
"62","% denovo","chr1",18605609,18605609,0.0702247543344939,3.20662770327064
"63","% denovo","chr1",18790547,18790547,0.0702247543343952,3.20662770327064
"64","% denovo","chr1",18823698,18823698,0.0701650422545286,3.20662770327064
"65","% denovo","chr1",18872023,18872023,0.0701650422545286,3.20662770327064
"66","% denovo","chr1",20623542,20623542,0.0377911120183511,3.20662770327064
"67","% denovo","chr1",20633818,20633818,0.0377478290324618,3.20662770327064
"68","% denovo","chr1",20642132,20642132,0.0377478290324124,3.20662770327064
"69","% denovo","chr1",20775218,20775218,0.00661619943155661,3.20662770327064
"70","% denovo","chr1",20784227,20784227,0.0045802919985087,3.20662770327064
"71","% denovo","chr1",21591279,21591279,0.00458027750563892,3.20662770327064
"72","% denovo","chr1",21638464,21638464,0.00333511774727246,3.20662770327064
"73","% denovo","chr1",21640961,21640961,0.00335262825343824,3.20662770327064
"74","% denovo","chr1",22062131,22062131,0.0284711725718689,3.20662770327064
"75","% denovo","chr1",22104486,22104486,0.0525669829196628,3.20662770327064
"76","% denovo","chr1",22104600,22104600,0.0526534921844193,3.20662770327064
"77","% denovo","chr1",22168405,22168405,0.0527388063565727,3.20662770327064
"78","% denovo","chr1",22400540,22400540,0.0597506384884859,3.20662770327064
"79","% denovo","chr1",23145049,23145049,0.0661307745812622,3.20662770327064
"80","% denovo","chr1",23152100,23152100,0.0666325346308598,3.20662770327064
"81","% denovo","chr1",23379426,23379426,0.0666325346309092,3.20662770327064
"82","% denovo","chr1",23495995,23495995,0.066708738037714,3.20662770327064
"83","% denovo","chr1",23576777,23576777,0.0709291966170576,3.20662770327064
"84","% denovo","chr1",23815235,23815235,0.0710075281999937,3.20662770327064
"85","% denovo","chr1",23996126,23996126,0.0710845962926316,3.20662770327064
"86","% denovo","chr1",24109329,24109329,0.0710845962927303,3.20662770327064
"87","% denovo","chr1",25237332,25237332,0.0711624936564803,3.20662770327064
"88","% denovo","chr1",25298573,25298573,0.13782979216757,3.20662770327064
"89","% denovo","chr1",25351001,25351001,0.137941967954401,3.20662770327064
"90","% denovo","chr1",25432521,25432521,0.269924626145896,3.20662770327064
"91","% denovo","chr1",25575438,25575438,0.284944719703113,3.20662770327064
"92","% denovo","chr1",25700998,25700998,0.285326960300612,3.20662770327064
"93","% denovo","chr1",25827733,25827733,0.208523072606131,3.20662770327064
"94","% denovo","chr1",26858757,26858757,0.20852307260618,3.20662770327064
"95","% denovo","chr1",27253420,27253420,0.26176388942081,3.20662770327064
"96","% denovo","chr1",27306300,27306300,0.261905762333741,3.20662770327064
"97","% denovo","chr1",28502227,28502227,0.26190576233379,3.20662770327064
"98","% denovo","chr1",28761550,28761550,0.280202046319798,3.20662770327064
"99","% denovo","chr1",29076562,29076562,0.280202046319897,3.20662770327064
"100","% denovo","chr1",29088485,29088485,0.329993064384977,3.20662770327064
"101","% denovo","chr1",29155851,29155851,0.330071922210194,3.20662770327064
"102","% denovo","chr1",30126538,30126538,0.330071922210244,3.20662770327064
"103","% denovo","chr1",30701800,30701800,0.582090194870314,3.20662770327064
"104","% denovo","chr1",30813482,30813482,0.582173466301368,3.20662770327064
"105","% denovo","chr1",30851224,30851224,0.582219581984335,3.20662770327064
"106","% denovo","chr1",31062737,31062737,0.582219581984384,3.20662770327064
"107","% denovo","chr1",31659464,31659464,0.858677405686114,3.20662770327064
"108","% denovo","chr1",32082234,32082234,0.860566004048508,3.20662770327064
"109","% denovo","chr1",32159237,32159237,0.860566023538427,3.20662770327064
"110","% denovo","chr1",32343834,32343834,0.0704347015216835,3.20662770327064
"111","% denovo","chr1",32498420,32498420,0.0704347015216835,3.20662770327064
"112","% denovo","chr1",33368251,33368251,0.0689982393285919,3.20662770327064
"113","% denovo","chr1",33721638,33721638,0.0950089863213048,3.20662770327064
"114","% denovo","chr1",34162961,34162961,0.0950092030908128,3.20662770327064
"115","% denovo","chr1",34536447,34536447,0.106624922099172,3.20662770327064
"116","% denovo","chr1",34552517,34552517,0.106624922099172,3.20662770327064
"117","% denovo","chr1",34951753,34951753,0.106631327533963,3.20662770327064
"118","% denovo","chr1",35190338,35190338,0.0674590759564182,3.20662770327064
"119","% denovo","chr1",35538546,35538546,0.0806091493093799,3.20662770327064
"120","% denovo","chr1",35723979,35723979,0.129567271011981,3.20662770327064
"121","% denovo","chr1",35935430,35935430,0.129339808459033,3.20662770327064
"122","% denovo","chr1",35995739,35995739,0.12940103303604,3.20662770327064
"123","% denovo","chr1",37557939,37557939,0.129401033036089,3.20662770327064
"124","% denovo","chr1",37632490,37632490,0.0333236828027201,3.20662770327064
"125","% denovo","chr1",37639250,37639250,0.0347120709356665,3.20662770327064
"126","% denovo","chr1",37670630,37670630,0.034712070935864,3.20662770327064
"127","% denovo","chr1",37685650,37685650,0.196616930196639,3.20662770327064
"128","% denovo","chr1",37710746,37710746,0.19710211230725,3.20662770327064
"129","% denovo","chr1",37820001,37820001,0.197102112307596,3.20662770327064
"130","% denovo","chr1",37893993,37893993,0.197477165277134,3.20662770327064
"131","% denovo","chr1",38128287,38128287,0.197759508486183,3.20662770327064
"132","% denovo","chr1",38225635,38225635,0.11309640839209,3.20662770327064
"133","% denovo","chr1",38394703,38394703,0.113049817529874,3.20662770327064
"134","% denovo","chr1",38477112,38477112,0.11719759298165,3.20662770327064
"135","% denovo","chr1",39016071,39016071,0.117197619965686,3.20662770327064
"136","% denovo","chr1",39020746,39020746,0.119730032901644,3.20662770327064
"137","% denovo","chr1",39140420,39140420,0.541581837073465,3.20662770327064
"138","% denovo","chr1",39141201,39141201,0.540924507918161,3.20662770327064
"139","% denovo","chr1",39232378,39232378,0.433920441587237,3.20662770327064
"140","% denovo","chr1",39261548,39261548,0.433163253593672,3.20662770327064
"141","% denovo","chr1",39262262,39262262,0.432760180459858,3.20662770327064
"142","% denovo","chr1",39521927,39521927,0.524300623853969,3.20662770327064
"143","% denovo","chr1",40866894,40866894,0.324881763797913,3.20662770327064
"144","% denovo","chr1",40874692,40874692,0.323643979319053,3.20662770327064
"145","% denovo","chr1",40931804,40931804,0.323643979318856,3.20662770327064
"146","% denovo","chr1",41290131,41290131,0.331112324742349,3.20662770327064
"147","% denovo","chr1",41584822,41584822,0.468818471978391,3.20662770327064
"148","% denovo","chr1",41612357,41612357,0.468818471978193,3.20662770327064
"149","% denovo","chr1",41796848,41796848,0.406648291491313,3.20662770327064
"150","% denovo","chr1",42096274,42096274,0.406337715431477,3.20662770327064
"151","% denovo","chr1",42097815,42097815,0.405674802794541,3.20662770327064
"152","% denovo","chr1",42135288,42135288,0.405317989325851,3.20662770327064
"153","% denovo","chr1",42159678,42159678,0.404943525912737,3.20662770327064
"154","% denovo","chr1",42247552,42247552,0.404551450976227,3.20662770327064
"155","% denovo","chr1",42248208,42248208,0.404139057423818,3.20662770327064
"156","% denovo","chr1",43215598,43215598,0.936626923941588,3.20662770327064
"157","% denovo","chr1",43300011,43300011,0.936626923940847,3.20662770327064
"158","% denovo","chr1",43444338,43444338,0.934635519359775,3.20662770327064
"159","% denovo","chr1",43487116,43487116,0.934635519358935,3.20662770327064
"160","% denovo","chr1",43564847,43564847,0.941193832243138,3.20662770327064
"161","% denovo","chr1",43609717,43609717,0.805603758986586,3.20662770327064
"162","% denovo","chr1",43685749,43685749,0.805602694592182,3.20662770327064
"163","% denovo","chr1",43686349,43686349,0.770263842240936,3.20662770327064
"164","% denovo","chr1",43686478,43686478,0.83148592372674,3.20662770327064
"165","% denovo","chr1",43736497,43736497,0.796781879369588,3.20662770327064
"166","% denovo","chr1",43826691,43826691,0.796781879264274,3.20662770327064
"167","% denovo","chr1",44061378,44061378,0.795598475601057,3.20662770327064
"168","% denovo","chr1",44067814,44067814,0.79559847560007,3.20662770327064
"169","% denovo","chr1",44180897,44180897,0.794393763924109,3.20662770327064
"170","% denovo","chr1",44465508,44465508,0.794393763923121,3.20662770327064
"171","% denovo","chr1",45598788,45598788,0.428876808155556,3.20662770327064
"172","% denovo","chr1",45915046,45915046,0.435938416140194,3.20662770327064
"173","% denovo","chr1",46847534,46847534,0.435938416139553,3.20662770327064
"174","% denovo","chr1",46868702,46868702,0.516055774559584,3.20662770327064
"175","% denovo","chr1",46868827,46868827,0.515082913133876,3.20662770327064
"176","% denovo","chr1",46896797,46896797,0.514088972639022,3.20662770327064
"177","% denovo","chr1",46908195,46908195,0.558230814896196,3.20662770327064
"178","% denovo","chr1",46926036,46926036,0.130555369255825,3.20662770327064
"179","% denovo","chr1",47189877,47189877,0.130481016667563,3.20662770327064
"180","% denovo","chr1",47204083,47204083,0.130392964278996,3.20662770327064
"181","% denovo","chr1",47204173,47204173,0.130342795523033,3.20662770327064
"182","% denovo","chr1",50870469,50870469,0.130342795522984,3.20662770327064
"183","% denovo","chr1",51226345,51226345,0.128996668711876,3.20662770327064
"184","% denovo","chr1",51381520,51381520,0.128996657532071,3.20662770327064
"185","% denovo","chr1",51967970,51967970,0.0399882348884727,3.20662770327064
"186","% denovo","chr1",53011522,53011522,0.0399882363449435,3.20662770327064
"187","% denovo","chr1",54091003,54091003,0.000280783118111087,3.20662770327064
"188","% denovo","chr1",54173819,54173819,0.000283262358270643,3.20662770327064
"189","% denovo","chr1",54198326,54198326,0.000283262358270643,3.20662770327064
"190","% denovo","chr1",54310319,54310319,0.000284501059878654,3.20662770327064
"191","% denovo","chr1",54475307,54475307,0.000284501059878654,3.20662770327064
"192","% denovo","chr1",55127480,55127480,0.149094130895389,3.20662770327064
"193","% denovo","chr1",57596351,57596351,0.242366099090471,3.20662770327064
"194","% denovo","chr1",57825372,57825372,0.242378537053011,3.20662770327064
"195","% denovo","chr1",58115651,58115651,0.141375357469996,3.20662770327064
"196","% denovo","chr1",58141073,58141073,0.141329727728581,3.20662770327064
"197","% denovo","chr1",58184930,58184930,0.141329727728532,3.20662770327064
"198","% denovo","chr1",58376427,58376427,0.1413089778449,3.20662770327064
"199","% denovo","chr1",58402372,58402372,0.1413089778449,3.20662770327064
"200","% denovo","chr1",58586827,58586827,0.141285573839443,3.20662770327064
"201","% denovo","chr1",59076759,59076759,0.141236011033114,3.20662770327064
"202","% denovo","chr1",59379132,59379132,0.0554963271372048,3.20662770327064
"203","% denovo","chr1",60644129,60644129,0.0858556505654601,3.20662770327064
"204","% denovo","chr1",61386948,61386948,0.0855405266262997,3.20662770327064
"205","% denovo","chr1",62609193,62609193,0.24361039660902,3.20662770327064
"206","% denovo","chr1",62725845,62725845,0.243610396608921,3.20662770327064
"207","% denovo","chr1",62784088,62784088,0.0887895529162284,3.20662770327064
"208","% denovo","chr1",63144761,63144761,0.0885513505129642,3.20662770327064
"209","% denovo","chr1",63579559,63579559,0.0885513505129642,3.20662770327064
"210","% denovo","chr1",63884545,63884545,0.0885513505129642,3.20662770327064
"211","% denovo","chr1",64201441,64201441,0.0885513505129148,3.20662770327064
"212","% denovo","chr1",64650709,64650709,0.0885513505129148,3.20662770327064
"213","% denovo","chr1",65163550,65163550,0.197771351241939,3.20662770327064
"214","% denovo","chr1",65168224,65168224,0.197753735626955,3.20662770327064
"215","% denovo","chr1",65219730,65219730,0.225901483613273,3.20662770327064
"216","% denovo","chr1",65504911,65504911,0.22590166510201,3.20662770327064
"217","% denovo","chr1",66158651,66158651,0.22590166512018,3.20662770327064
"218","% denovo","chr1",66197457,66197457,0.180048224544035,3.20662770327064
"219","% denovo","chr1",66201739,66201739,0.180048224543936,3.20662770327064
"220","% denovo","chr1",66343557,66343557,0.184556756437011,3.20662770327064
"221","% denovo","chr1",66355777,66355777,0.184556756436961,3.20662770327064
"222","% denovo","chr1",66602657,66602657,0.184556754718218,3.20662770327064
"223","% denovo","chr1",66636909,66636909,0.0316167854680342,3.20662770327064
"224","% denovo","chr1",66716413,66716413,0.0316167854680342,3.20662770327064
"225","% denovo","chr1",67777159,67777159,0.0316015862789742,3.20662770327064
"226","% denovo","chr1",68075440,68075440,0.0315676683580235,3.20662770327064
"227","% denovo","chr1",68110034,68110034,0.0315512532089187,3.20662770327064
"228","% denovo","chr1",68928888,68928888,0.0315512532089187,3.20662770327064
"229","% denovo","chr1",68938863,68938863,0.0989783535397545,3.20662770327064
"230","% denovo","chr1",69312760,69312760,0.0989783535397545,3.20662770327064
"231","% denovo","chr1",70132160,70132160,0.103713082187808,3.20662770327064
"232","% denovo","chr1",70759517,70759517,0.144752499881038,3.20662770327064
"233","% denovo","chr1",72503279,72503279,0.141640592094693,3.20662770327064
"234","% denovo","chr1",72626982,72626982,0.14148548977626,3.20662770327064
"235","% denovo","chr1",72688733,72688733,0.12187320695019,3.20662770327064
"236","% denovo","chr1",73103298,73103298,0.12187315380083,3.20662770327064
"237","% denovo","chr1",73111686,73111686,0.115021848959442,3.20662770327064
"238","% denovo","chr1",73211212,73211212,0.115021848959392,3.20662770327064
"239","% denovo","chr1",73222225,73222225,0.111528145955728,3.20662770327064
"240","% denovo","chr1",73418157,73418157,0.0119802291458855,3.20662770327064
"241","% denovo","chr1",73490626,73490626,0.0115860979404121,3.20662770327064
"242","% denovo","chr1",74072831,74072831,0.00042172067168826,3.20662770327064
"243","% denovo","chr1",74916505,74916505,0.00139708028090893,3.20662770327064
"244","% denovo","chr1",75558677,75558677,0.00139708901020482,3.20662770327064
"245","% denovo","chr1",76029963,76029963,0.00250368545466143,3.20662770327064
"246","% denovo","chr1",76390096,76390096,0.00250368545485892,3.20662770327064
"247","% denovo","chr1",76451132,76451132,0.000297820295301426,3.20662770327064
"248","% denovo","chr1",76521721,76521721,0.000374174018694467,3.20662770327064
"249","% denovo","chr1",76636848,76636848,0.000374174018743841,3.20662770327064
"250","% denovo","chr1",78233988,78233988,3.94428061325157e-06,3.20662770327064
"251","% denovo","chr1",78859627,78859627,0.00604121052964695,3.20662770327064
"252","% denovo","chr1",78932505,78932505,0.00942205039948652,3.20662770327064
"253","% denovo","chr1",78940498,78940498,0.00995646895280905,3.20662770327064
"254","% denovo","chr1",79617900,79617900,0.00995646895320404,3.20662770327064
"255","% denovo","chr1",79806273,79806273,0.0116397736483531,3.20662770327064
"256","% denovo","chr1",80325854,80325854,0.0456428007886144,3.20662770327064
"257","% denovo","chr1",80555894,80555894,0.0456428007894537,3.20662770327064
"258","% denovo","chr1",80783678,80783678,0.0227361939570282,3.20662770327064
"259","% denovo","chr1",82904440,82904440,0.0498747366639827,3.20662770327064
"260","% denovo","chr1",83389081,83389081,0.0498747366692163,3.20662770327064
"261","% denovo","chr1",83925990,83925990,0.248136361220058,3.20662770327064
"262","% denovo","chr1",84714162,84714162,0.0543869410742058,3.20662770327064
"263","% denovo","chr1",85791405,85791405,0.0402820715404801,3.20662770327064
"264","% denovo","chr1",85944096,85944096,0.0414818358537653,3.20662770327064
"265","% denovo","chr1",86219838,86219838,0.0417201884798079,3.20662770327064
"266","% denovo","chr1",87269921,87269921,0.0417201884799561,3.20662770327064
"267","% denovo","chr1",87287919,87287919,0.00834350930053904,3.20662770327064
"268","% denovo","chr1",87338838,87338838,0.00813565304808592,3.20662770327064
"269","% denovo","chr1",87468824,87468824,0.00813565304793779,3.20662770327064
"270","% denovo","chr1",87489637,87489637,0.00802724929092423,3.20662770327064
"271","% denovo","chr1",87545169,87545169,0.00802724929082548,3.20662770327064
"272","% denovo","chr1",87916394,87916394,0.0434097542478095,3.20662770327064
"273","% denovo","chr1",88096695,88096695,0.0434103749999341,3.20662770327064
"274","% denovo","chr1",88128186,88128186,0.122112992414407,3.20662770327064
"275","% denovo","chr1",88164636,88164636,0.12200293032634,3.20662770327064
"276","% denovo","chr1",88349770,88349770,0.107238838577411,3.20662770327064
"277","% denovo","chr1",90087781,90087781,0.107238838577065,3.20662770327064
"278","% denovo","chr1",90185940,90185940,0.101801569748573,3.20662770327064
"279","% denovo","chr1",90312318,90312318,0.101801569748573,3.20662770327064
"280","% denovo","chr1",91097803,91097803,0.108064843479316,3.20662770327064
"281","% denovo","chr1",91098172,91098172,0.108064843481389,3.20662770327064
"282","% denovo","chr1",91100378,91100378,0.110654365839778,3.20662770327064
"283","% denovo","chr1",91322318,91322318,0.113136036302685,3.20662770327064
"284","% denovo","chr1",91653396,91653396,0.113136036304611,3.20662770327064
"285","% denovo","chr1",92257101,92257101,0.0530673126898711,3.20662770327064
"286","% denovo","chr1",92295230,92295230,0.0956820430439986,3.20662770327064
"287","% denovo","chr1",92373273,92373273,0.234482286012499,3.20662770327064
"288","% denovo","chr1",92508991,92508991,0.23448228601166,3.20662770327064
"289","% denovo","chr1",92711740,92711740,0.230864888456577,3.20662770327064
"290","% denovo","chr1",93149541,93149541,0.230864870975273,3.20662770327064
"291","% denovo","chr1",93251504,93251504,0.0191719195159948,3.20662770327064
"292","% denovo","chr1",93672836,93672836,0.0191719195156986,3.20662770327064
"293","% denovo","chr1",93673177,93673177,0.00152092821491546,3.20662770327064
"294","% denovo","chr1",94023167,94023167,0.00152092821481671,3.20662770327064
"295","% denovo","chr1",94269488,94269488,0.00350863293126539,3.20662770327064
"296","% denovo","chr1",94379159,94379159,0.0028757151259992,3.20662770327064
"297","% denovo","chr1",94523242,94523242,0.0157963851540655,3.20662770327064
"298","% denovo","chr1",95094462,95094462,0.0494266319990306,3.20662770327064
"299","% denovo","chr1",97019222,97019222,0.0494266319995737,3.20662770327064
"300","% denovo","chr1",97785720,97785720,0.0500786574823807,3.20662770327064
"301","% denovo","chr1",98062075,98062075,0.153240566223315,3.20662770327064
"302","% denovo","chr1",98336438,98336438,0.154391058556721,3.20662770327064
"303","% denovo","chr1",98606933,98606933,0.155525265366137,3.20662770327064
"304","% denovo","chr1",98793301,98793301,0.18320004373081,3.20662770327064
"305","% denovo","chr1",99267827,99267827,0.183200043731748,3.20662770327064
"306","% denovo","chr1",99889757,99889757,0.26497653895365,3.20662770327064
"307","% denovo","chr1",99889934,99889934,0.266423027420653,3.20662770327064
"308","% denovo","chr1",99904910,99904910,0.267845457463573,3.20662770327064
"309","% denovo","chr1",100765499,100765499,0.267845457464659,3.20662770327064
"310","% denovo","chr1",101005107,101005107,0.222303853294787,3.20662770327064
"311","% denovo","chr1",103724864,103724864,0.164370787385401,3.20662770327064
"312","% denovo","chr1",104776951,104776951,0.164370543232325,3.20662770327064
"313","% denovo","chr1",104876883,104876883,0.178655864824523,3.20662770327064
"314","% denovo","chr1",105111772,105111772,0.178655864825412,3.20662770327064
"315","% denovo","chr1",105583184,105583184,0.151213352046271,3.20662770327064
"316","% denovo","chr1",105777024,105777024,0.11197715343046,3.20662770327064
"317","% denovo","chr1",106319361,106319361,0.111976990548941,3.20662770327064
"318","% denovo","chr1",106321454,106321454,0.0925574868325849,3.20662770327064
"319","% denovo","chr1",106390737,106390737,0.0925574868332762,3.20662770327064
"320","% denovo","chr1",106591071,106591071,0.196375381825686,3.20662770327064
"321","% denovo","chr1",106591714,106591714,0.197129487371963,3.20662770327064
"322","% denovo","chr1",106729016,106729016,0.197129487372555,3.20662770327064
"323","% denovo","chr1",106835365,106835365,0.16855617382095,3.20662770327064
"324","% denovo","chr1",107486168,107486168,0.340451276403174,3.20662770327064
"325","% denovo","chr1",108383180,108383180,0.340450951003723,3.20662770327064
"326","% denovo","chr1",108386362,108386362,0.30082211323675,3.20662770327064
"327","% denovo","chr1",108912083,108912083,0.300822113237441,3.20662770327064
"328","% denovo","chr1",108971258,108971258,0.302596978707487,3.20662770327064
"329","% denovo","chr1",109064276,109064276,1.15625998419493,3.20662770327064
"330","% denovo","chr1",109228102,109228102,1.15625998419621,3.20662770327064
"331","% denovo","chr1",109540731,109540731,1.35461701591325,3.20662770327064
"332","% denovo","chr1",109631744,109631744,1.35615396945504,3.20662770327064
"333","% denovo","chr1",110466532,110466532,1.35615396945622,3.20662770327064
"334","% denovo","chr1",110950866,110950866,1.35615396945736,3.20662770327064
"335","% denovo","chr1",113394307,113394307,1.35756681700827,3.20662770327064
"336","% denovo","chr1",114016746,114016746,1.37459430843755,3.20662770327064
