chrom	pos	end	het	hom	nocall	n_unq_gt_w_het	n_unq_gt_wo_het
chr9	3045633	3045644	1	92	61	2	1
chr9	3057495	3057506	0	106	48	1	1
chr9	3058914	3058925	0	114	40	1	1
chr9	3059008	3059019	0	117	37	1	1
chr9	3060718	3060729	0	123	31	1	1
chr9	3061350	3061361	0	111	43	1	1
chr9	3062590	3062601	0	108	46	1	1
chr9	3097783	3097794	0	58	96	1	1
chr9	3098633	3098648	0	56	98	1	1
chr9	3101899	3101948	1	2	151	3	2
chr9	3104183	3104204	5	79	70	3	1
chr9	3105116	3105159	3	108	43	5	2
chr9	3107188	3107199	0	98	56	1	1
chr9	3107202	3107213	0	98	56	1	1
chr9	3110845	3110856	0	106	48	1	1
chr9	3122764	3122778	0	83	71	1	1
chr9	3124819	3124830	0	84	70	1	1
chr9	3125590	3125633	2	7	145	2	1
chr9	3128726	3128769	5	40	109	3	2
chr9	3128780	3128831	0	0	154	0	0
chr9	3129034	3129049	0	119	35	1	1
chr9	3131402	3131413	0	129	25	1	1
chr9	3132742	3132793	5	12	137	3	1
chr9	3134158	3134169	0	34	120	1	1
chr9	3135988	3136005	0	13	141	1	1
chr9	3136268	3136281	1	62	91	2	1
chr9	3141784	3141815	0	102	52	1	1
chr9	3144132	3144149	0	96	58	1	1
chr9	3144877	3144896	1	42	111	2	1
chr9	3151925	3151936	0	56	98	1	1
chr9	3152745	3152794	2	46	106	2	1
chr9	3153157	3153176	0	59	95	1	1
chr9	3168737	3168748	0	153	1	1	1
chr9	3177918	3177929	0	144	10	1	1
chr9	3178039	3178050	1	146	7	2	1
chr9	3179890	3179901	0	139	15	1	1
chr9	3183470	3183507	3	48	103	3	1
chr9	3184497	3184508	0	102	52	1	1
chr9	3196597	3196614	0	136	18	1	1
chr9	3197161	3197172	0	137	17	1	1
chr9	3198033	3198047	0	137	17	1	1
chr9	3199296	3199307	3	136	15	2	1
chr9	3201883	3201910	2	9	143	3	1
chr9	3202074	3202107	7	45	102	4	1
chr9	3204021	3204050	0	147	7	1	1
chr9	3210547	3210558	0	143	11	1	1
chr9	3211562	3211573	0	132	22	1	1
chr9	3214405	3214420	0	119	35	1	1
chr9	3214721	3214732	0	106	48	1	1
chr9	3217710	3217721	0	137	17	1	1
chr9	3218622	3218633	0	152	2	1	1
chr9	3219899	3219942	5	89	60	7	3
chr9	3221943	3221954	0	122	32	1	1
chr9	3224020	3224034	0	144	10	1	1
chr9	3224484	3224501	0	134	20	1	1
chr9	3231328	3231352	0	139	15	1	1
chr9	3234143	3234182	2	141	11	3	2
chr9	3250072	3250083	0	144	10	1	1
chr9	3250518	3250533	1	142	11	2	1
chr9	3252597	3252608	0	128	26	1	1
chr9	3253226	3253237	0	146	8	1	1
chr9	3255051	3255070	2	120	32	2	1
chr9	3255302	3255313	0	153	1	1	1
chr9	3255697	3255708	0	142	12	1	1
chr9	3255976	3255995	0	98	56	1	1
chr9	3259146	3259163	2	111	41	3	1
chr9	3260696	3260709	0	131	23	1	1
chr9	3261709	3261742	8	67	79	4	2
chr9	3267010	3267025	0	151	3	1	1
chr9	3268617	3268631	0	117	37	1	1
chr9	3286234	3286253	0	140	14	1	1
chr9	3293968	3293979	0	134	20	1	1
chr9	3295106	3295123	1	124	29	2	1
chr9	3298028	3298039	0	150	4	1	1
chr9	3298207	3298218	0	149	5	1	1
chr9	3298343	3298354	0	146	8	1	1
chr9	3304952	3304963	0	108	46	1	1
chr9	3307075	3307086	0	126	28	1	1
chr9	3307424	3307435	0	137	17	1	1
chr9	3307500	3307511	1	120	33	2	1
chr9	3307530	3307545	0	138	16	1	1
chr9	3307680	3307691	27	99	28	3	1
chr9	3308099	3308113	0	124	30	1	1
chr9	3313584	3313595	1	95	58	2	1
chr9	3315004	3315015	23	117	14	2	1
chr9	3323129	3323143	0	149	5	1	1
chr9	3327860	3327909	3	2	149	4	1
chr9	3331577	3331588	0	142	12	1	1
chr9	3332529	3332540	0	108	46	1	1
chr9	3333709	3333723	0	137	17	1	1
chr9	3334824	3334835	0	134	20	1	1
chr9	3336941	3336970	0	0	154	0	0
chr9	3336976	3336990	0	15	139	1	1
chr9	3337221	3337240	1	144	9	2	1
chr9	3340644	3340655	0	154	0	1	1
chr9	3342142	3342153	0	121	33	1	1
chr9	3342759	3342770	0	88	66	1	1
chr9	3348168	3348182	0	147	7	1	1
chr9	3350011	3350040	0	120	34	1	1
chr9	3356962	3356985	0	149	5	1	1
chr9	3358884	3358895	0	147	7	1	1
chr9	3359201	3359212	0	141	13	1	1
chr9	3360156	3360175	0	152	2	1	1
chr9	3363513	3363524	0	136	18	1	1
chr9	3364416	3364433	1	132	21	2	1
chr9	3364446	3364457	0	120	34	1	1
chr9	3364590	3364679	0	0	154	0	0
chr9	3364680	3364717	1	7	146	2	1
chr9	3366326	3366373	0	29	125	1	1
chr9	3366674	3366713	10	23	121	5	1
chr9	3368480	3368491	0	150	4	1	1
chr9	3369207	3369222	0	145	9	1	1
chr9	3369486	3369497	0	151	3	1	1
chr9	3370011	3370022	0	116	38	1	1
chr9	3370159	3370176	2	84	68	3	1
chr9	3371766	3371777	0	134	20	1	1
chr9	3372361	3372376	0	130	24	1	1
chr9	3376260	3376319	0	0	154	0	0
chr9	3376493	3376504	0	138	16	1	1
chr9	3378677	3378688	0	154	0	1	1
chr9	3382947	3382958	1	142	11	2	1
chr9	3384250	3384261	0	114	40	1	1
chr9	3386098	3386122	0	137	17	1	1
chr9	3387217	3387260	5	32	117	5	2
chr9	3393227	3393238	0	143	11	1	1
chr9	3397140	3397157	4	103	47	3	1
chr9	3397279	3397298	1	149	4	2	1
chr9	3397300	3397319	0	152	2	1	1
chr9	3399200	3399219	0	149	5	1	1
chr9	3399495	3399512	1	123	30	2	1
chr9	3401776	3401791	0	152	2	1	1
chr9	3402671	3402709	2	141	11	2	1
chr9	3403232	3403259	0	136	18	1	1
chr9	3410344	3410381	11	42	101	4	1
chr9	3410382	3410395	1	148	5	2	1
chr9	3410424	3410435	0	153	1	1	1
chr9	3412251	3412265	0	107	47	1	1
chr9	3414814	3414828	0	148	6	1	1
chr9	3416839	3416850	0	154	0	1	1
chr9	3417259	3417272	6	16	132	6	1
chr9	3417295	3417306	6	133	15	6	1
chr9	3427765	3427796	1	135	18	2	1
chr9	3428939	3428958	1	123	30	2	1
chr9	3428960	3429001	7	41	106	3	1
chr9	3433636	3433647	0	146	8	1	1
chr9	3435035	3435076	4	17	133	3	1
chr9	3435838	3435852	0	147	7	1	1
chr9	3437560	3437575	1	132	21	2	1
chr9	3438719	3438730	0	154	0	1	1
chr9	3438747	3438758	0	153	1	1	1
chr9	3444255	3444270	0	145	9	1	1
chr9	3444722	3444751	2	97	55	3	1
chr9	3445475	3445486	0	152	2	1	1
