chrom	pos	end	het	hom	nocall	n_unq_gt_w_het	n_unq_gt_wo_het
chr6	3051138	3051149	0	129	25	1	1
chr6	3052202	3052213	0	124	30	1	1
chr6	3057141	3057206	0	0	154	0	0
chr6	3057260	3057271	1	3	150	2	1
chr6	3057465	3057480	0	114	40	1	1
chr6	3058547	3058558	0	133	21	1	1
chr6	3059274	3059285	2	25	127	2	1
chr6	3062006	3062017	0	139	15	1	1
chr6	3062505	3062516	0	56	98	1	1
chr6	3063606	3063641	1	3	150	3	2
chr6	3069646	3069665	0	25	129	1	1
chr6	3069709	3069744	0	0	154	0	0
chr6	3073656	3073695	18	39	97	8	2
chr6	3079349	3079360	0	123	31	1	1
chr6	3080607	3080658	34	69	51	7	2
chr6	3081344	3081363	0	123	31	1	1
chr6	3081610	3081653	1	66	87	4	3
chr6	3081715	3081726	0	73	81	1	1
chr6	3087026	3087037	0	127	27	1	1
chr6	3100688	3100699	0	93	61	1	1
chr6	3103501	3103524	8	133	13	3	2
chr6	3106195	3106206	0	151	3	1	1
chr6	3109171	3109191	2	123	29	3	1
chr6	3113722	3113771	8	78	68	4	2
chr6	3115403	3115446	25	22	107	5	2
chr6	3120565	3120576	0	154	0	1	1
chr6	3124212	3124226	0	149	5	1	1
chr6	3125093	3125108	0	115	39	1	1
chr6	3125121	3125132	0	142	12	1	1
chr6	3142270	3142313	7	8	139	5	1
chr6	3146395	3146466	2	2	150	3	1
chr6	3147186	3147201	96	2	56	6	1
chr6	3152639	3152650	0	154	0	1	1
chr6	3153922	3153935	3	59	92	3	2
chr6	3155483	3155518	16	39	99	3	2
chr6	3156007	3156018	0	142	12	1	1
chr6	3156026	3156041	98	23	33	2	1
chr6	3164780	3164799	0	137	17	1	1
chr6	3167092	3167103	0	151	3	1	1
chr6	3168485	3168496	0	137	17	1	1
chr6	3171688	3171699	0	154	0	1	1
chr6	3174680	3174691	0	153	1	1	1
chr6	3175017	3175036	1	119	34	2	1
chr6	3175352	3175391	20	10	124	8	1
chr6	3175652	3175669	0	152	2	1	1
chr6	3177164	3177175	0	142	12	1	1
chr6	3177805	3177820	0	154	0	1	1
chr6	3180667	3180681	0	154	0	1	1
chr6	3183560	3183571	154	0	0	1	0
chr6	3190533	3190577	0	83	71	1	1
chr6	3192305	3192356	80	0	74	7	0
chr6	3196753	3196764	0	154	0	1	1
chr6	3202077	3202088	0	123	31	1	1
chr6	3213965	3214000	6	132	16	3	2
chr6	3214775	3214786	0	151	3	1	1
chr6	3215941	3215955	0	125	29	1	1
chr6	3219447	3219464	0	120	34	1	1
chr6	3220301	3220324	6	131	17	3	2
chr6	3221169	3221198	12	83	59	6	2
chr6	3221262	3221273	0	154	0	1	1
chr6	3223899	3223934	0	6	148	1	1
chr6	3231566	3231577	0	100	54	1	1
chr6	3231691	3231762	2	9	143	5	3
chr6	3232292	3232335	8	111	35	5	3
chr6	3232695	3232706	0	120	34	1	1
chr6	3232712	3232727	0	118	36	1	1
chr6	3233310	3233365	11	68	75	9	3
chr6	3247090	3247101	0	148	6	1	1
chr6	3248984	3248995	0	151	3	1	1
chr6	3248995	3249014	0	150	4	1	1
chr6	3257653	3257664	0	145	9	1	1
chr6	3258190	3258243	4	8	142	6	2
chr6	3258716	3258727	0	102	52	1	1
chr6	3260086	3260125	2	58	94	4	2
chr6	3260348	3260362	100	20	34	6	1
chr6	3260545	3260556	0	125	29	1	1
chr6	3263326	3263337	0	153	1	1	1
chr6	3267089	3267132	5	114	35	4	2
chr6	3269374	3269397	16	104	34	10	2
chr6	3270521	3270536	0	145	9	1	1
chr6	3271978	3271989	0	60	94	1	1
chr6	3274147	3274158	0	127	27	1	1
chr6	3286349	3286360	0	73	81	1	1
chr6	3296058	3296109	0	0	154	0	0
chr6	3298746	3298783	12	47	95	7	2
chr6	3304258	3304269	0	150	4	1	1
chr6	3308842	3308873	13	72	69	7	2
chr6	3309608	3309619	0	147	7	1	1
chr6	3310504	3310523	0	145	9	1	1
chr6	3310814	3310828	0	148	6	1	1
chr6	3319532	3319543	0	149	5	1	1
chr6	3323638	3323677	3	54	97	3	1
chr6	3324267	3324294	0	143	11	1	1
chr6	3328451	3328470	0	0	154	0	0
chr6	3328502	3328523	1	20	133	2	1
chr6	3329361	3329374	0	154	0	1	1
chr6	3329611	3329622	0	153	1	1	1
chr6	3331032	3331046	0	117	37	1	1
chr6	3343177	3343198	58	52	44	7	2
chr6	3343593	3343604	0	149	5	1	1
chr6	3343607	3343618	0	144	10	1	1
chr6	3344498	3344513	7	135	12	3	2
chr6	3346973	3346984	0	132	22	1	1
chr6	3353334	3353345	0	148	6	1	1
chr6	3357643	3357664	18	36	100	7	2
chr6	3363267	3363284	8	140	6	4	2
chr6	3369227	3369238	0	154	0	1	1
chr6	3370629	3370648	0	152	2	1	1
chr6	3378176	3378187	0	152	2	1	1
chr6	3382492	3382503	0	121	33	1	1
chr6	3383043	3383062	8	134	12	3	2
chr6	3387115	3387130	0	154	0	1	1
chr6	3387440	3387473	15	76	63	5	2
chr6	3387861	3387872	19	79	56	2	1
chr6	3394111	3394140	15	18	121	4	1
chr6	3394141	3394156	4	45	105	4	1
chr6	3395328	3395365	5	15	134	4	1
chr6	3400383	3400394	0	128	26	1	1
chr6	3407926	3407941	19	14	121	5	1
chr6	3408026	3408071	4	5	145	3	1
chr6	3408107	3408128	6	10	138	3	1
chr6	3408169	3408180	1	51	102	2	1
chr6	3409016	3409037	1	20	133	2	1
chr6	3410410	3410421	0	144	10	1	1
chr6	3420647	3420666	6	109	39	3	2
chr6	3423462	3423489	5	87	62	3	2
chr6	3426519	3426539	6	135	13	3	2
chr6	3427171	3427186	0	148	6	1	1
chr6	3427637	3427652	0	151	3	1	1
chr6	3427976	3428007	11	38	105	5	2
chr6	3428395	3428406	66	75	13	2	1
chr6	3436515	3436526	0	149	5	1	1
chr6	3441426	3441480	7	113	34	5	3
chr6	3445995	3446056	0	0	154	0	0
chr6	3447190	3447201	0	139	15	1	1
chr6	3447331	3447357	2	151	1	2	1
chr6	3449229	3449240	0	154	0	1	1
chr6	3452563	3452577	0	151	3	1	1
chr6	3455830	3455889	1	20	133	2	1
chr6	3456418	3456453	5	81	68	3	1
chr6	3457317	3457328	0	116	38	1	1
chr6	3458875	3458886	0	134	20	1	1
chr6	3461099	3461126	6	97	51	3	2
chr6	3463915	3463926	0	132	22	1	1
chr6	3468357	3468392	13	45	96	7	2
chr6	3469947	3469985	8	86	60	5	3
chr6	3471552	3471593	12	13	129	4	1
chr6	3473177	3473210	24	69	61	9	2
chr6	3473925	3473936	0	109	45	1	1
chr6	3474594	3474605	0	151	3	1	1
chr6	3476770	3476817	6	9	139	6	2
chr6	3476833	3476844	0	126	28	1	1
chr6	3478340	3478351	0	151	3	1	1
chr6	3489681	3489722	0	145	9	1	1
chr6	3493248	3493277	7	50	97	7	1
chr6	3497466	3497477	0	152	2	1	1
chr6	3497490	3497505	0	152	2	1	1
chr6	3497527	3497538	0	153	1	1	1
chr6	3497636	3497650	0	154	0	1	1
chr6	3509304	3509318	0	60	94	1	1
chr6	3510533	3510544	0	153	1	1	1
chr6	3511455	3511466	0	149	5	1	1
chr6	3513145	3513168	1	148	5	2	1
chr6	3514403	3514417	0	150	4	1	1
chr6	3514418	3514441	0	154	0	1	1
chr6	3514442	3514453	0	154	0	1	1
chr6	3517874	3517885	0	144	10	1	1
chr6	3518754	3518765	0	154	0	1	1
chr6	3519653	3519664	0	153	1	1	1
chr6	3520869	3520892	1	125	28	2	1
chr6	3523370	3523381	0	147	7	1	1
chr6	3524240	3524251	0	144	10	1	1
chr6	3526832	3526843	2	113	39	3	1
chr6	3526860	3526885	9	18	127	4	1
chr6	3526904	3526923	1	38	115	2	1
chr6	3526935	3526999	6	7	141	7	3
chr6	3527022	3527041	0	17	137	1	1
chr6	3528891	3528932	12	31	111	4	1
chr6	3531495	3531524	0	149	5	1	1
chr6	3538547	3538558	0	150	4	1	1
chr6	3553182	3553193	0	152	2	1	1
chr6	3555651	3555670	0	131	23	1	1
chr6	3556931	3556981	1	3	150	2	1
chr6	3568607	3568618	0	154	0	1	1
chr6	3571365	3571376	0	150	4	1	1
chr6	3574124	3574138	0	135	19	1	1
chr6	3575399	3575413	0	153	1	1	1
chr6	3579140	3579151	0	110	44	1	1
chr6	3587875	3587889	0	152	2	1	1
chr6	3588340	3588355	0	148	6	1	1
chr6	3589271	3589282	0	154	0	1	1
chr6	3593684	3593695	0	139	15	1	1
chr6	3595956	3595971	3	54	97	3	1
chr6	3596156	3596167	0	140	14	1	1
chr6	3599376	3599419	24	28	102	7	2
chr6	3601337	3601361	0	146	8	1	1
chr6	3609967	3609986	0	141	13	1	1
chr6	3610528	3610551	1	128	25	2	1
chr6	3620164	3620248	1	1	152	2	1
chr6	3621318	3621352	0	115	39	1	1
chr6	3622062	3622079	6	61	87	6	1
chr6	3624198	3624209	0	131	23	1	1
chr6	3625508	3625519	0	151	3	1	1
chr6	3626515	3626526	0	141	13	1	1
chr6	3629559	3629588	11	19	124	5	1
chr6	3629600	3629611	2	72	80	3	1
chr6	3629654	3629691	13	58	83	6	2
chr6	3631587	3631600	3	139	12	3	1
chr6	3632692	3632731	1	148	5	2	1
chr6	3632736	3632759	3	124	27	3	1
chr6	3636926	3636945	0	138	16	1	1
chr6	3638860	3638875	0	122	32	1	1
chr6	3649803	3649814	0	138	16	1	1
chr6	3660260	3660271	0	153	1	1	1
chr6	3661910	3661934	0	147	7	1	1
chr6	3661978	3661989	0	150	4	1	1
chr6	3666035	3666070	7	139	8	3	2
chr6	3666192	3666212	0	145	9	1	1
chr6	3677738	3677749	0	142	12	1	1
chr6	3678875	3678902	7	81	66	3	1
chr6	3679409	3679424	41	97	16	2	1
chr6	3679562	3679573	0	148	6	1	1
chr6	3680318	3680333	0	153	1	1	1
chr6	3680603	3680636	7	73	74	4	1
chr6	3684985	3684999	0	148	6	1	1
chr6	3685673	3685684	0	154	0	1	1
chr6	3690686	3690697	0	151	3	1	1
chr6	3693006	3693017	2	67	85	2	1
chr6	3693077	3693088	0	105	49	1	1
chr6	3694860	3694871	0	141	13	1	1
chr6	3695815	3695826	0	149	5	1	1
chr6	3701991	3702005	0	148	6	1	1
chr6	3702190	3702204	0	151	3	1	1
