chrom	pos	end	het	hom	nocall	n_unq_gt_w_het	n_unq_gt_wo_het
chr4	3057658	3057672	0	75	79	1	1
chr4	3072203	3072220	136	1	17	4	1
chr4	3072374	3072388	0	144	10	1	1
chr4	3092979	3092990	0	74	80	1	1
chr4	3093479	3093490	0	45	109	1	1
chr4	3094323	3094334	0	78	76	1	1
chr4	3095096	3095111	1	11	142	2	1
chr4	3101155	3101198	7	73	74	3	2
chr4	3101298	3101329	3	15	136	2	1
chr4	3106837	3106851	0	101	53	1	1
chr4	3108776	3108803	0	31	123	1	1
chr4	3108910	3108921	0	33	121	1	1
chr4	3117409	3117420	0	126	28	1	1
chr4	3118667	3118702	1	63	90	2	1
chr4	3119388	3119417	6	123	25	3	2
chr4	3119664	3119715	55	29	70	12	5
chr4	3119777	3119788	0	104	50	1	1
chr4	3125089	3125100	0	134	20	1	1
chr4	3135143	3135162	6	139	9	2	1
chr4	3137833	3137844	1	152	1	2	1
chr4	3141721	3141732	0	146	8	1	1
chr4	3145343	3145362	0	121	33	1	1
chr4	3147008	3147043	27	0	127	2	0
chr4	3148939	3148950	0	144	10	1	1
chr4	3150460	3150477	0	112	42	1	1
chr4	3151831	3151874	7	95	52	5	2
chr4	3155779	3155793	0	143	11	1	1
chr4	3156656	3156671	1	128	25	2	1
chr4	3156684	3156695	0	151	3	1	1
chr4	3169588	3169599	0	141	13	1	1
chr4	3170679	3170690	0	154	0	1	1
chr4	3174336	3174375	129	0	25	8	0
chr4	3182990	3183043	14	1	139	5	1
chr4	3187974	3187985	4	94	56	3	1
chr4	3201773	3201784	0	154	0	1	1
chr4	3205045	3205059	0	141	13	1	1
chr4	3205064	3205087	0	136	18	1	1
chr4	3208321	3208340	72	78	4	3	2
chr4	3210631	3210642	0	144	10	1	1
chr4	3212026	3212037	0	153	1	1	1
chr4	3215583	3215594	0	154	0	1	1
chr4	3218172	3218215	12	21	121	5	1
chr4	3218527	3218538	0	154	0	1	1
chr4	3218864	3218907	57	0	97	12	0
chr4	3219223	3219238	63	28	63	5	1
chr4	3219519	3219542	154	0	0	1	0
chr4	3221042	3221053	0	149	5	1	1
chr4	3221681	3221696	0	154	0	1	1
chr4	3224542	3224556	0	154	0	1	1
chr4	3227592	3227603	145	0	9	1	0
chr4	3228150	3228167	0	140	14	1	1
chr4	3228645	3228672	130	0	24	9	0
chr4	3230511	3230522	52	79	23	3	1
chr4	3231256	3231345	0	2	152	1	1
chr4	3231722	3231737	13	111	30	2	1
chr4	3232241	3232255	0	154	0	1	1
chr4	3232805	3232856	6	55	93	4	2
chr4	3241781	3241792	0	154	0	1	1
chr4	3249118	3249159	128	0	26	8	0
chr4	3249175	3249186	1	145	8	2	1
chr4	3249436	3249447	154	0	0	1	0
chr4	3249734	3249751	154	0	0	2	0
chr4	3256562	3256573	0	154	0	1	1
chr4	3260656	3260667	0	154	0	1	1
chr4	3261827	3261846	148	0	6	1	0
chr4	3265245	3265256	0	148	6	1	1
chr4	3266358	3266371	6	96	52	3	2
chr4	3266975	3267018	14	41	99	6	1
chr4	3267080	3267091	0	154	0	1	1
chr4	3271530	3271585	11	115	28	3	1
chr4	3272105	3272148	10	56	88	3	2
chr4	3275096	3275107	0	99	55	1	1
chr4	3277411	3277428	6	136	12	3	2
chr4	3280829	3280840	0	147	7	1	1
chr4	3284649	3284660	0	131	23	1	1
chr4	3284677	3284688	0	72	82	1	1
chr4	3288412	3288423	0	149	5	1	1
