chrom	pos	end	het	hom	nocall	n_unq_gt_w_het	n_unq_gt_wo_het
chr19	3011798	3011809	0	1	153	1	1
chr19	3013731	3013755	0	2	152	1	1
chr19	3013835	3013854	0	1	153	1	1
chr19	3014000	3014055	1	3	150	2	1
chr19	3022754	3022765	0	7	147	1	1
chr19	3043601	3043616	0	0	154	0	0
chr19	3043616	3043645	0	0	154	0	0
chr19	3043683	3043703	0	0	154	0	0
chr19	3045376	3045389	2	17	135	2	1
chr19	3062391	3062402	0	1	153	1	1
chr19	3062477	3062501	0	15	139	1	1
chr19	3062954	3062965	1	116	37	2	1
chr19	3063000	3063015	0	72	82	1	1
chr19	3063290	3063309	0	14	140	1	1
chr19	3063326	3063337	0	13	141	1	1
chr19	3064042	3064053	0	17	137	1	1
chr19	3064468	3064479	0	8	146	1	1
chr19	3066733	3066753	0	1	153	1	1
chr19	3073276	3073287	0	20	134	1	1
chr19	3076236	3076259	42	66	46	2	1
chr19	3077559	3077570	0	5	149	1	1
chr19	3079067	3079078	0	150	4	1	1
chr19	3090532	3090543	0	48	106	1	1
chr19	3090599	3090614	0	106	48	1	1
chr19	3090842	3090853	0	128	26	1	1
chr19	3098464	3098477	2	144	8	2	1
chr19	3103007	3103052	17	21	116	6	1
chr19	3103452	3103467	0	140	14	1	1
chr19	3104880	3104894	0	153	1	1	1
chr19	3105453	3105467	0	152	2	1	1
chr19	3105550	3105564	0	153	1	1	1
chr19	3105777	3105788	0	143	11	1	1
chr19	3106014	3106028	0	124	30	1	1
chr19	3109478	3109519	0	0	154	0	0
chr19	3109519	3109558	0	1	153	1	1
chr19	3112285	3112324	3	146	5	2	1
chr19	3114104	3114118	0	154	0	1	1
chr19	3118093	3118104	0	106	48	1	1
chr19	3118521	3118550	4	97	53	4	1
chr19	3118575	3118586	0	79	75	1	1
chr19	3118808	3118823	0	26	128	1	1
chr19	3118891	3118938	3	61	90	2	1
chr19	3132466	3132485	0	144	10	1	1
chr19	3132682	3132737	15	68	71	10	5
chr19	3132800	3132811	0	111	43	1	1
chr19	3132870	3132881	0	66	88	1	1
chr19	3137789	3137808	0	151	3	1	1
chr19	3140219	3140230	0	148	6	1	1
chr19	3149299	3149310	0	153	1	1	1
chr19	3151760	3151795	10	41	103	7	3
chr19	3154905	3154916	0	120	34	1	1
chr19	3157226	3157237	0	142	12	1	1
chr19	3157512	3157547	0	135	19	2	2
chr19	3159426	3159437	0	153	1	1	1
chr19	3177928	3177939	0	97	57	1	1
chr19	3186540	3186551	1	42	111	2	1
chr19	3186928	3186939	0	153	1	1	1
chr19	3188484	3188495	0	145	9	1	1
chr19	3189961	3189972	0	148	6	1	1
chr19	3191153	3191187	1	121	32	2	1
chr19	3194600	3194641	8	42	104	4	1
chr19	3196890	3196929	75	28	51	5	1
chr19	3205307	3205324	2	120	32	2	1
chr19	3205655	3205798	37	0	117	22	0
chr19	3206551	3206570	0	120	34	1	1
chr19	3207268	3207289	12	30	112	4	1
chr19	3208264	3208275	10	59	85	5	1
chr19	3209005	3209040	12	61	81	4	1
chr19	3219159	3219170	0	153	1	1	1
chr19	3221874	3221885	0	150	4	1	1
chr19	3234077	3234088	0	144	10	1	1
chr19	3234981	3235000	0	148	6	1	1
chr19	3238297	3238346	8	6	140	4	1
chr19	3238346	3238381	14	74	66	5	1
chr19	3239831	3239846	0	103	51	1	1
chr19	3240794	3240805	3	112	39	2	1
chr19	3247398	3247417	3	128	23	4	1
chr19	3247425	3247440	4	98	52	3	1
chr19	3251281	3251292	0	152	2	1	1
chr19	3252375	3252389	0	147	7	1	1
chr19	3256429	3256440	0	153	1	1	1
chr19	3257264	3257313	0	0	154	0	0
chr19	3263157	3263196	4	35	115	3	1
chr19	3265890	3265919	5	86	63	5	1
chr19	3267608	3267631	0	126	28	1	1
chr19	3268016	3268053	9	47	98	4	1
chr19	3268321	3268332	0	153	1	1	1
chr19	3269603	3269617	0	145	9	1	1
chr19	3270168	3270209	4	20	130	3	1
chr19	3271009	3271020	0	152	2	1	1
chr19	3271638	3271649	0	145	9	1	1
chr19	3272718	3272733	3	117	34	4	1
chr19	3277157	3277168	0	132	22	1	1
chr19	3278590	3278601	22	97	35	5	1
chr19	3278606	3278647	14	35	105	4	1
chr19	3279477	3279506	16	91	47	4	1
chr19	3282386	3282429	4	46	104	6	2
chr19	3285100	3285111	0	125	29	1	1
chr19	3288141	3288155	0	95	59	1	1
chr19	3296006	3296017	0	149	5	1	1
chr19	3296461	3296475	0	140	14	1	1
chr19	3297387	3297400	0	144	10	1	1
chr19	3299132	3299151	3	121	30	3	1
chr19	3299478	3299489	0	56	98	1	1
chr19	3299585	3299648	8	10	136	9	3
chr19	3300834	3300847	0	141	13	1	1
chr19	3302709	3302840	75	1	78	23	1
chr19	3302855	3302866	2	127	25	3	1
chr19	3306997	3307008	0	99	55	1	1
chr19	3307034	3307045	0	123	31	1	1
chr19	3307092	3307105	1	132	21	2	1
chr19	3308359	3308370	0	128	26	1	1
chr19	3309118	3309201	9	1	144	5	1
chr19	3312663	3312677	0	132	22	1	1
chr19	3314405	3314416	0	143	11	1	1
chr19	3315036	3315063	0	124	30	2	2
chr19	3316478	3316513	0	0	154	0	0
chr19	3316534	3316545	0	0	154	0	0
chr19	3318917	3318931	0	4	150	1	1
chr19	3319367	3319382	0	4	150	1	1
chr19	3321182	3321231	54	87	13	4	1
chr19	3323351	3323362	0	150	4	1	1
chr19	3326155	3326166	0	83	71	1	1
chr19	3327955	3327966	0	141	13	1	1
chr19	3330416	3330436	1	147	6	2	1
chr19	3330458	3330473	0	141	13	1	1
chr19	3331561	3331576	0	71	83	1	1
chr19	3332853	3332886	4	66	84	2	1
chr19	3333663	3333677	1	144	9	2	1
chr19	3333775	3333786	0	150	4	1	1
chr19	3334827	3334841	0	139	15	1	1
chr19	3335393	3335432	17	48	89	8	3
chr19	3337601	3337612	0	145	9	1	1
chr19	3338716	3338733	0	117	37	1	1
chr19	3342181	3342196	1	141	12	2	1
chr19	3342828	3342843	0	148	6	1	1
chr19	3342987	3342998	0	137	17	1	1
chr19	3344527	3344558	1	96	57	2	1
chr19	3344634	3344654	0	152	2	1	1
chr19	3346856	3346897	7	85	62	6	2
chr19	3348379	3348398	4	128	22	3	2
chr19	3349535	3349546	0	149	5	1	1
chr19	3353140	3353179	6	47	101	3	1
chr19	3354787	3354798	0	145	9	1	1
chr19	3355595	3355606	0	104	50	1	1
chr19	3356882	3356893	0	145	9	1	1
chr19	3357292	3357307	0	100	54	1	1
chr19	3358494	3358509	8	58	88	7	2
chr19	3358580	3358594	0	142	12	1	1
chr19	3358791	3358802	0	154	0	1	1
chr19	3359136	3359150	0	152	2	1	1
chr19	3359273	3359284	0	154	0	1	1
chr19	3364267	3364282	0	137	17	1	1
chr19	3365517	3365528	0	150	4	1	1
chr19	3365602	3365615	6	103	45	3	1
chr19	3366991	3367002	0	144	10	1	1
chr19	3367068	3367079	0	147	7	1	1
chr19	3367519	3367530	0	97	57	1	1
chr19	3367536	3367547	0	98	56	1	1
chr19	3369059	3369074	0	151	3	1	1
chr19	3369257	3369278	0	111	43	1	1
chr19	3369579	3369620	0	152	2	2	2
chr19	3370383	3370416	5	94	55	3	1
chr19	3373514	3373529	0	146	8	1	1
chr19	3374870	3374905	11	19	124	9	1
chr19	3378214	3378245	13	50	91	7	2
chr19	3378353	3378364	0	133	21	1	1
chr19	3379469	3379480	0	143	11	1	1
chr19	3380560	3380691	28	2	124	20	1
chr19	3382808	3382845	7	61	86	5	1
chr19	3383018	3383029	0	123	31	1	1
chr19	3390440	3390481	6	47	101	4	1
chr19	3391034	3391045	0	124	30	1	1
chr19	3391582	3391596	0	65	89	1	1
chr19	3392606	3392620	0	152	2	1	1
chr19	3393300	3393319	0	87	67	1	1
chr19	3395251	3395280	2	101	51	3	1
chr19	3404465	3404488	0	146	8	1	1
chr19	3405459	3405470	0	150	4	1	1
chr19	3406294	3406337	4	83	67	5	3
chr19	3406616	3406627	0	147	7	1	1
chr19	3410699	3410738	7	39	108	7	2
chr19	3412166	3412180	4	149	1	3	2
chr19	3418476	3418487	0	138	16	1	1
chr19	3420961	3420972	0	131	23	1	1
chr19	3421004	3421043	10	62	82	7	2
chr19	3422398	3422409	4	103	47	3	2
chr19	3426295	3426324	7	20	127	7	2
chr19	3426956	3426973	0	137	17	1	1
chr19	3429730	3429741	0	116	38	1	1
chr19	3429869	3429880	0	143	11	1	1
chr19	3430389	3430403	0	149	5	1	1
chr19	3430545	3430556	0	151	3	1	1
chr19	3430797	3430834	6	38	110	3	1
chr19	3432466	3432523	2	9	143	4	2
chr19	3440145	3440160	0	99	55	1	1
chr19	3440488	3440505	0	130	24	1	1
chr19	3443461	3443510	3	90	61	3	2
chr19	3443985	3444008	0	125	29	1	1
chr19	3445268	3445279	0	142	12	1	1
chr19	3446714	3446815	0	0	154	0	0
chr19	3446905	3446919	0	129	25	1	1
chr19	3447566	3447621	1	1	152	2	1
chr19	3447789	3447808	3	121	30	3	2
chr19	3447818	3447829	0	129	25	1	1
chr19	3448026	3448040	0	143	11	1	1
chr19	3448644	3448675	6	26	122	4	1
chr19	3449374	3449388	0	67	87	1	1
chr19	3450165	3450180	0	140	14	1	1
chr19	3452206	3452231	33	27	94	8	1
chr19	3452236	3452285	6	7	141	3	1
chr19	3453666	3453677	2	26	126	2	1
chr19	3456191	3456205	1	140	13	2	1
chr19	3457368	3457379	0	151	3	1	1
chr19	3460691	3460705	0	88	66	1	1
chr19	3465480	3465491	0	151	3	1	1
chr19	3468944	3468955	0	140	14	1	1
chr19	3470297	3470312	0	134	20	1	1
chr19	3470356	3470375	0	144	10	1	1
chr19	3470731	3470742	0	143	11	1	1
chr19	3471893	3471907	0	147	7	1	1
chr19	3471909	3471928	0	150	4	1	1
chr19	3475581	3475624	5	136	13	6	4
chr19	3476820	3476847	5	142	7	5	3
chr19	3477333	3477353	0	130	24	1	1
chr19	3478534	3478549	0	141	13	1	1
chr19	3480727	3480738	0	151	3	1	1
chr19	3487775	3487822	5	129	20	5	3
chr19	3489515	3489530	1	145	8	2	1
chr19	3492004	3492019	1	128	25	2	1
chr19	3494502	3494513	0	146	8	1	1
chr19	3497504	3497518	0	151	3	1	1
chr19	3501386	3501406	3	127	24	3	2
chr19	3502391	3502428	9	36	109	8	2
chr19	3504976	3504990	0	153	1	1	1
chr19	3505730	3505749	4	128	22	3	2
chr19	3507004	3507015	0	148	6	1	1
chr19	3510430	3510485	8	69	77	7	2
chr19	3510927	3510941	0	92	62	1	1
chr19	3513581	3513620	10	114	30	5	2
chr19	3515251	3515294	33	76	45	6	1
chr19	3516371	3516382	0	143	11	1	1
chr19	3517916	3517939	0	138	16	1	1
chr19	3518476	3518491	0	147	7	1	1
chr19	3523080	3523095	0	144	10	1	1
chr19	3523529	3523540	0	145	9	1	1
chr19	3527928	3527975	8	27	119	6	2
chr19	3529557	3529598	8	33	113	8	2
chr19	3529662	3529673	0	146	8	1	1
chr19	3530197	3530208	0	145	9	1	1
chr19	3532221	3532238	0	142	12	1	1
chr19	3532773	3532784	0	125	29	1	1
chr19	3533104	3533119	0	130	24	1	1
chr19	3534855	3534866	0	149	5	1	1
chr19	3536865	3536876	0	146	8	1	1
chr19	3544928	3544957	13	53	88	7	2
chr19	3545712	3545723	0	151	3	1	1
chr19	3548366	3548379	0	138	16	1	1
chr19	3549121	3549144	0	82	72	1	1
chr19	3549158	3549173	0	138	16	1	1
chr19	3549257	3549268	0	152	2	1	1
chr19	3550105	3550116	0	148	6	1	1
chr19	3551357	3551368	0	120	34	1	1
chr19	3552115	3552126	0	134	20	1	1
chr19	3554948	3554959	0	134	20	1	1
chr19	3555506	3555517	0	154	0	1	1
chr19	3555700	3555715	0	146	8	1	1
chr19	3561758	3561773	0	136	18	1	1
chr19	3566220	3566235	0	117	37	1	1
chr19	3568593	3568604	0	126	28	1	1
chr19	3571485	3571504	5	144	5	4	2
chr19	3571809	3571820	0	152	2	1	1
chr19	3571981	3571992	1	120	33	2	1
chr19	3572136	3572151	2	118	34	2	1
chr19	3572163	3572202	37	69	48	4	2
chr19	3572810	3572824	0	132	22	1	1
chr19	3575341	3575355	0	126	28	1	1
chr19	3576685	3576709	1	130	23	2	1
chr19	3578662	3578673	0	152	2	1	1
chr19	3579992	3580007	2	81	71	3	2
chr19	3582173	3582184	0	129	25	1	1
chr19	3584042	3584053	0	143	11	1	1
chr19	3586008	3586019	0	152	2	1	1
chr19	3587436	3587455	0	93	61	1	1
chr19	3587538	3587558	4	111	39	3	2
chr19	3588615	3588626	1	125	28	2	1
chr19	3593213	3593224	65	84	5	2	1
chr19	3595637	3595648	0	63	91	1	1
chr19	3596423	3596440	0	61	93	1	1
chr19	3596551	3596570	0	34	120	1	1
chr19	3597178	3597189	0	52	102	1	1
chr19	3597826	3597871	3	4	147	3	1
chr19	3597871	3597900	18	20	116	6	2
chr19	3600388	3600401	0	122	32	1	1
chr19	3600497	3600508	0	110	44	1	1
chr19	3600536	3600569	7	72	75	4	2
chr19	3601464	3601488	4	98	52	4	2
chr19	3601953	3601964	1	106	47	2	1
chr19	3602700	3602731	10	92	52	6	2
chr19	3602847	3602882	4	117	33	5	2
chr19	3607093	3607112	1	88	65	3	2
chr19	3607729	3607752	10	77	67	5	2
chr19	3608211	3608222	0	142	12	1	1
chr19	3610642	3610661	0	54	100	1	1
chr19	3611511	3611558	7	32	115	5	2
chr19	3621685	3621696	4	128	22	3	2
chr19	3623612	3623623	4	140	10	3	2
chr19	3624866	3624877	1	70	83	2	1
chr19	3627482	3627505	9	74	71	4	1
chr19	3627512	3627527	0	148	6	1	1
chr19	3627750	3627761	0	148	6	1	1
chr19	3634027	3634038	0	6	148	1	1
chr19	3634248	3634263	0	1	153	1	1
chr19	3634269	3634283	0	0	154	0	0
chr19	3637001	3637040	0	38	116	1	1
chr19	3640065	3640092	0	139	15	1	1
chr19	3640715	3640726	0	114	40	1	1
chr19	3642180	3642191	65	80	9	3	1
chr19	3642197	3642236	8	126	20	4	2
chr19	3644362	3644381	0	123	31	1	1
chr19	3645180	3645223	3	12	139	4	2
chr19	3647916	3647930	0	131	23	1	1
chr19	3651310	3651321	0	104	50	1	1
chr19	3654715	3654732	0	68	86	1	1
chr19	3655655	3655666	0	153	1	1	1
chr19	3655768	3655783	1	141	12	2	1
chr19	3655783	3655794	7	125	22	3	1
chr19	3660899	3660963	8	57	89	7	3
chr19	3661180	3661199	72	7	75	14	1
chr19	3661224	3661244	12	21	121	7	1
chr19	3664352	3664366	0	137	17	1	1
chr19	3665869	3665880	0	151	3	1	1
chr19	3670909	3670920	0	129	25	1	1
chr19	3672496	3672513	0	149	5	1	1
chr19	3675169	3675212	3	4	147	3	1
chr19	3675684	3675698	1	107	46	2	1
chr19	3675862	3675903	6	8	140	4	1
chr19	3676811	3676825	0	146	8	1	1
chr19	3677320	3677331	1	133	20	2	1
chr19	3678079	3678096	1	136	17	2	1
chr19	3678790	3678805	0	136	18	1	1
chr19	3678903	3678948	4	20	130	4	1
chr19	3681817	3681834	0	93	61	1	1
chr19	3682891	3682908	0	126	28	1	1
chr19	3683035	3683046	0	126	28	1	1
chr19	3684235	3684249	0	141	13	1	1
chr19	3686386	3686397	0	116	38	1	1
chr19	3686397	3686414	0	110	44	1	1
chr19	3690260	3690279	1	124	29	2	1
chr19	3695040	3695063	0	94	60	1	1
chr19	3696187	3696212	6	94	54	4	1
chr19	3696270	3696327	18	4	132	5	1
chr19	3696327	3696358	5	55	94	3	1
chr19	3697167	3697178	0	92	62	1	1
chr19	3697962	3697973	0	138	16	1	1
chr19	3699511	3699554	2	72	80	2	1
chr19	3702152	3702163	0	100	54	1	1
chr19	3702195	3702242	7	23	124	5	2
chr19	3702999	3703038	7	135	12	4	2
chr19	3704357	3704368	0	151	3	1	1
chr19	3704541	3704552	0	89	65	1	1
chr19	3704557	3704568	0	98	56	1	1
chr19	3704568	3704582	0	140	14	1	1
chr19	3704727	3704738	0	138	16	1	1
chr19	3705070	3705081	0	55	99	1	1
chr19	3705088	3705150	5	32	117	6	3
chr19	3705227	3705238	2	86	66	2	1
chr19	3706258	3706269	0	121	33	1	1
chr19	3706332	3706347	0	130	24	1	1
chr19	3708622	3708639	0	148	6	1	1
chr19	3709892	3709903	0	146	8	1	1
chr19	3711308	3711323	1	135	18	2	1
chr19	3712090	3712104	0	110	44	1	1
chr19	3712471	3712482	0	154	0	1	1
chr19	3715308	3715319	0	112	42	1	1
chr19	3721000	3721011	0	115	39	1	1
chr19	3721415	3721426	0	130	24	1	1
chr19	3722341	3722374	22	17	115	2	1
chr19	3722375	3722394	7	45	102	4	1
chr19	3722515	3722526	0	74	80	1	1
chr19	3722722	3722733	0	136	18	1	1
chr19	3722940	3722961	2	106	46	3	1
chr19	3722972	3722983	0	150	4	1	1
chr19	3723792	3723811	0	130	24	1	1
chr19	3724379	3724393	0	141	13	1	1
chr19	3724732	3724743	0	111	43	1	1
chr19	3724902	3724917	0	139	15	1	1
chr19	3726874	3726941	6	11	137	7	3
chr19	3726963	3726978	0	68	86	1	1
chr19	3727465	3727480	0	142	12	1	1
chr19	3730233	3730244	0	54	100	1	1
chr19	3731289	3731318	5	115	34	3	1
chr19	3732375	3732386	0	145	9	1	1
chr19	3732883	3732894	0	148	6	1	1
chr19	3733627	3733641	0	133	21	1	1
chr19	3734308	3734321	0	147	7	1	1
chr19	3736732	3736743	0	126	28	1	1
chr19	3737123	3737134	0	129	25	1	1
chr19	3738060	3738071	0	146	8	1	1
chr19	3740030	3740043	0	139	15	1	1
