chrom	pos	end	het	hom	nocall	n_unq_gt_w_het	n_unq_gt_wo_het
chr3	3034616	3034627	0	86	68	1	1
chr3	3039884	3039911	2	137	15	3	1
chr3	3040462	3040491	1	115	38	2	1
chr3	3041869	3041882	0	126	28	1	1
chr3	3043097	3043108	0	139	15	1	1
chr3	3044403	3044446	0	0	154	0	0
chr3	3046902	3046917	0	17	137	1	1
chr3	3054412	3054423	1	120	33	2	1
chr3	3058906	3058920	0	69	85	1	1
chr3	3059732	3059743	0	99	55	1	1
chr3	3059930	3059941	6	53	95	2	1
chr3	3060091	3060106	9	72	73	2	1
chr3	3061967	3061986	0	113	41	1	1
chr3	3062284	3062295	0	108	46	1	1
chr3	3063589	3063602	5	136	13	3	2
chr3	3072227	3072241	0	110	44	1	1
chr3	3072824	3072835	7	126	21	2	1
chr3	3075524	3075539	6	118	30	4	1
chr3	3076080	3076095	0	123	31	1	1
chr3	3078354	3078365	0	60	94	1	1
chr3	3080859	3080873	25	99	30	2	1
chr3	3089959	3089970	0	153	1	1	1
chr3	3094660	3094677	0	101	53	1	1
chr3	3098614	3098629	0	99	55	1	1
chr3	3101313	3101324	0	109	45	1	1
chr3	3102020	3102035	0	80	74	1	1
chr3	3110546	3110560	0	119	35	1	1
chr3	3115991	3116002	0	28	126	1	1
chr3	3116780	3116791	0	67	87	1	1
chr3	3122208	3122219	0	0	154	0	0
chr3	3124324	3124335	0	94	60	1	1
chr3	3133263	3133278	0	132	22	1	1
chr3	3138339	3138362	0	151	3	1	1
chr3	3138915	3138934	0	130	24	1	1
chr3	3140750	3140794	2	20	132	2	1
chr3	3145501	3145512	0	12	142	1	1
chr3	3145511	3145522	0	12	142	1	1
chr3	3145978	3145989	0	9	145	1	1
chr3	3146189	3146203	0	11	143	1	1
chr3	3146284	3146295	0	11	143	1	1
chr3	3146362	3146373	0	11	143	1	1
chr3	3146547	3146558	0	10	144	1	1
chr3	3147135	3147159	0	10	144	1	1
chr3	3148323	3148334	0	39	115	1	1
chr3	3154576	3154593	0	141	13	1	1
chr3	3156609	3156668	1	28	125	2	1
chr3	3157251	3157300	0	4	150	1	1
chr3	3157701	3157712	0	95	59	1	1
chr3	3162225	3162236	0	137	17	1	1
chr3	3165419	3165438	1	146	7	2	1
chr3	3165991	3166005	0	113	41	1	1
chr3	3169067	3169078	0	136	18	1	1
chr3	3171240	3171267	8	133	13	3	1
chr3	3172115	3172126	0	117	37	1	1
chr3	3174473	3174538	0	0	154	0	0
chr3	3177560	3177583	0	125	29	1	1
chr3	3183557	3183592	0	108	46	1	1
chr3	3188995	3189006	3	127	24	2	1
chr3	3189421	3189460	3	84	67	3	2
chr3	3194633	3194644	0	114	40	1	1
chr3	3199954	3199971	0	75	79	1	1
chr3	3202004	3202039	2	72	80	4	3
chr3	3202039	3202050	0	56	98	1	1
chr3	3202939	3202950	0	141	13	1	1
chr3	3205263	3205282	0	152	2	1	1
chr3	3208792	3208815	0	152	2	1	1
chr3	3209366	3209415	2	133	19	2	1
chr3	3211208	3211247	1	31	122	2	1
chr3	3215704	3215715	0	149	5	1	1
chr3	3216714	3216737	0	139	15	1	1
chr3	3223581	3223660	1	3	150	2	1
chr3	3224232	3224247	0	147	7	1	1
chr3	3224689	3224700	0	134	20	1	1
chr3	3226823	3226834	0	145	9	1	1
chr3	3227674	3227703	27	105	22	3	1
chr3	3229676	3229687	0	149	5	1	1
chr3	3232723	3232738	96	37	21	2	1
chr3	3233077	3233088	0	154	0	1	1
chr3	3233253	3233292	9	81	64	5	3
chr3	3234686	3234699	0	152	2	1	1
chr3	3235115	3235139	1	108	45	2	1
chr3	3244816	3244835	1	22	131	2	1
chr3	3244950	3244977	0	93	61	1	1
chr3	3245207	3245218	0	97	57	1	1
chr3	3246306	3246341	8	105	41	6	2
chr3	3247136	3247147	0	101	53	1	1
chr3	3247174	3247187	3	44	107	3	2
chr3	3248571	3248585	0	149	5	1	1
chr3	3248585	3248596	0	143	11	1	1
chr3	3248896	3248920	1	148	5	2	1
chr3	3265675	3265706	0	145	9	1	1
chr3	3268184	3268207	0	119	35	3	3
chr3	3268723	3268766	6	22	126	6	2
chr3	3275676	3275687	0	151	3	1	1
chr3	3294251	3294310	3	1	150	3	1
chr3	3295422	3295433	0	97	57	1	1
chr3	3303720	3303740	1	126	27	2	1
chr3	3303879	3303893	0	136	18	1	1
chr3	3303917	3303958	6	81	67	5	1
chr3	3303959	3303988	2	104	48	3	1
chr3	3304689	3304710	1	116	37	2	1
chr3	3309337	3309351	0	140	14	1	1
chr3	3310804	3310827	0	139	15	1	1
chr3	3323939	3323950	0	133	21	1	1
chr3	3325763	3325777	0	154	0	1	1
chr3	3335372	3335395	0	145	9	1	1
chr3	3350007	3350021	0	96	58	1	1
chr3	3350757	3350768	0	143	11	1	1
chr3	3352343	3352354	0	148	6	1	1
chr3	3353224	3353277	3	0	151	1	0
chr3	3353280	3353317	2	26	126	3	2
chr3	3372066	3372077	0	147	7	1	1
chr3	3377447	3377498	27	15	112	10	1
chr3	3380580	3380589	0	142	12	1	1
chr3	3388405	3388450	6	6	142	4	1
chr3	3393408	3393422	0	133	21	1	1
chr3	3393422	3393437	0	138	16	1	1
chr3	3397616	3397630	0	78	76	1	1
chr3	3397638	3397649	0	88	66	1	1
chr3	3399202	3399237	7	111	36	5	2
chr3	3399693	3399704	0	91	63	1	1
chr3	3406514	3406577	28	1	125	8	1
chr3	3406945	3407000	5	15	134	4	1
chr3	3407336	3407405	7	52	95	5	2
chr3	3408349	3408390	7	46	101	4	1
chr3	3409362	3409373	0	78	76	1	1
chr3	3413061	3413072	0	135	19	1	1
chr3	3441011	3441022	0	81	73	1	1
chr3	3448309	3448320	0	99	55	1	1
chr3	3456590	3456625	29	26	99	4	2
chr3	3456746	3456810	2	13	139	3	1
chr3	3458610	3458621	0	65	89	1	1
chr3	3464689	3464704	1	46	107	2	1
chr3	3480208	3480245	16	48	90	5	1
chr3	3480246	3480259	0	118	36	1	1
chr3	3481811	3481822	0	120	34	1	1
chr3	3484285	3484296	0	144	10	1	1
chr3	3485657	3485688	4	79	71	3	1
chr3	3490599	3490610	0	136	18	1	1
chr3	3492514	3492525	0	117	37	1	1
chr3	3495356	3495370	0	84	70	1	1
chr3	3499639	3499670	0	149	5	1	1
chr3	3500858	3500869	0	141	13	1	1
chr3	3501041	3501052	0	148	6	1	1
chr3	3502701	3502712	0	112	42	1	1
chr3	3503370	3503404	2	96	56	2	1
chr3	3504926	3504947	1	99	54	2	1
chr3	3508463	3508490	2	69	83	2	1
chr3	3513469	3513480	0	137	17	1	1
chr3	3514155	3514169	0	107	47	1	1
chr3	3515073	3515084	0	145	9	1	1
chr3	3517894	3517929	2	122	30	4	2
chr3	3518885	3518916	0	140	14	1	1
chr3	3518947	3518968	1	104	49	2	1
chr3	3519949	3519960	0	153	1	1	1
chr3	3520364	3520378	0	144	10	1	1
chr3	3521980	3521991	0	143	11	1	1
chr3	3527726	3527735	0	134	20	1	1
chr3	3535592	3535611	0	140	14	1	1
chr3	3535895	3535906	0	130	24	1	1
chr3	3536288	3536320	0	127	27	1	1
chr3	3536798	3536813	0	140	14	1	1
chr3	3542854	3542865	0	146	8	1	1
chr3	3544059	3544086	1	119	34	2	1
chr3	3550481	3550544	24	12	118	3	1
chr3	3550572	3550591	0	75	79	1	1
chr3	3551303	3551317	0	144	10	1	1
chr3	3552274	3552293	0	131	23	1	1
chr3	3555163	3555174	0	143	11	1	1
chr3	3557878	3557909	4	76	74	5	1
chr3	3563050	3563069	0	102	52	1	1
chr3	3563723	3563776	10	13	131	4	1
chr3	3570974	3570991	0	143	11	1	1
chr3	3571005	3571019	0	141	13	1	1
chr3	3574992	3575003	0	129	25	1	1
chr3	3577643	3577654	0	140	14	1	1
chr3	3577840	3577851	0	138	16	1	1
chr3	3580567	3580578	2	113	39	2	1
chr3	3582868	3582948	5	3	146	3	1
chr3	3584079	3584120	24	31	99	5	1
chr3	3584120	3584157	25	46	83	4	1
chr3	3589137	3589178	3	74	77	4	2
chr3	3590290	3590317	1	134	19	2	1
chr3	3593823	3593847	0	136	18	1	1
chr3	3600587	3600598	0	113	41	1	1
chr3	3602846	3602863	0	140	14	1	1
chr3	3603702	3603717	0	152	2	1	1
chr3	3604239	3604263	0	151	3	1	1
chr3	3604377	3604390	1	138	15	2	1
chr3	3611296	3611310	0	142	12	1	1
chr3	3614880	3614891	0	86	68	1	1
chr3	3614972	3615021	20	3	131	8	1
chr3	3616376	3616403	1	119	34	2	1
chr3	3623878	3623889	0	140	14	1	1
chr3	3625528	3625539	1	142	11	2	1
chr3	3626288	3626305	0	146	8	1	1
chr3	3630907	3630924	0	154	0	1	1
chr3	3631173	3631186	12	103	39	3	1
chr3	3631448	3631459	0	141	13	1	1
chr3	3632849	3632876	0	145	9	1	1
chr3	3636124	3636147	3	124	27	3	2
chr3	3636741	3636756	37	43	74	5	1
chr3	3636757	3636788	13	5	136	9	1
chr3	3636819	3636834	1	131	22	2	1
chr3	3637812	3637823	0	126	28	1	1
chr3	3639615	3639626	0	142	12	1	1
chr3	3648291	3648334	6	46	102	5	2
chr3	3651805	3651819	0	147	7	1	1
chr3	3652169	3652180	0	147	7	1	1
chr3	3654181	3654198	3	138	13	3	1
chr3	3654197	3654271	4	10	140	7	3
chr3	3664309	3664323	0	138	16	1	1
chr3	3664851	3664862	0	153	1	1	1
chr3	3665215	3665260	5	10	139	7	2
chr3	3678387	3678401	0	139	15	1	1
chr3	3679813	3679824	0	134	20	1	1
chr3	3679970	3679985	20	39	95	4	1
chr3	3682896	3682907	0	152	2	1	1
chr3	3683274	3683285	0	152	2	1	1
