chrom	pos	end	het	hom	nocall	n_unq_gt_w_het	n_unq_gt_wo_het
chr10	3103504	3103527	0	73	81	2	2
chr10	3105404	3105415	0	92	62	1	1
chr10	3105502	3105651	0	0	154	0	0
chr10	3108511	3108550	1	0	153	1	0
chr10	3119906	3119917	0	102	52	1	1
chr10	3126642	3126653	0	146	8	1	1
chr10	3135610	3135624	0	126	28	1	1
chr10	3137360	3137371	0	92	62	1	1
chr10	3137409	3137446	8	14	132	7	1
chr10	3142352	3142401	3	1	150	4	1
chr10	3142895	3142972	0	0	154	0	0
chr10	3145719	3145733	0	145	9	1	1
chr10	3150116	3150157	9	11	134	3	1
chr10	3150157	3150216	0	0	154	0	0
chr10	3154500	3154529	1	12	141	2	1
chr10	3155436	3155483	7	37	110	6	2
chr10	3155796	3155835	24	9	121	3	1
chr10	3156752	3156763	0	134	20	1	1
chr10	3161233	3161272	6	98	50	7	4
chr10	3163759	3163774	1	110	43	2	1
chr10	3169192	3169231	2	29	123	3	2
chr10	3169892	3169903	0	63	91	1	1
chr10	3170113	3170132	1	131	22	2	1
chr10	3171316	3171327	3	133	18	3	2
chr10	3173886	3173897	0	140	14	1	1
chr10	3174590	3174627	8	22	124	6	2
chr10	3180004	3180018	0	139	15	1	1
chr10	3183655	3183694	8	36	110	8	2
chr10	3184574	3184603	34	73	47	5	2
chr10	3184782	3184805	1	147	6	2	1
chr10	3184954	3184981	7	20	127	3	2
chr10	3187799	3187838	9	59	86	6	2
chr10	3188194	3188213	35	39	80	5	1
chr10	3188214	3188251	3	14	137	4	1
chr10	3189954	3189969	0	121	33	1	1
chr10	3191199	3191210	0	127	27	1	1
chr10	3196348	3196359	0	135	19	1	1
chr10	3197860	3197871	0	145	9	1	1
chr10	3204021	3204032	0	138	16	1	1
chr10	3205410	3205481	1	21	132	3	2
chr10	3205622	3205633	0	69	85	1	1
chr10	3208330	3208350	1	121	32	2	1
chr10	3208726	3208753	0	133	21	2	2
chr10	3216424	3216455	3	50	101	4	2
chr10	3227378	3227425	10	14	130	6	2
chr10	3233987	3234008	19	4	131	4	1
chr10	3234307	3234318	0	95	59	1	1
chr10	3234961	3234976	1	118	35	2	1
chr10	3236458	3236469	0	135	19	1	1
chr10	3237915	3237926	1	116	37	2	1
chr10	3237994	3238009	0	128	26	1	1
chr10	3241726	3241761	54	29	71	5	1
chr10	3241851	3241866	0	92	62	1	1
chr10	3248801	3248816	0	128	26	1	1
chr10	3254951	3254972	0	0	154	0	0
chr10	3255014	3255045	0	17	137	2	2
chr10	3259200	3259211	0	145	9	1	1
chr10	3263808	3263823	1	139	14	2	1
chr10	3266551	3266562	0	150	4	1	1
chr10	3268336	3268347	0	39	115	1	1
chr10	3268928	3268942	0	143	11	1	1
chr10	3270234	3270273	2	104	48	2	1
chr10	3271011	3271040	25	32	97	4	1
chr10	3272192	3272203	0	146	8	1	1
chr10	3273618	3273629	0	142	12	1	1
chr10	3277565	3277580	0	128	26	1	1
chr10	3279779	3279808	0	82	72	1	1
chr10	3280767	3280781	0	125	29	1	1
chr10	3283044	3283064	0	84	70	1	1
chr10	3290792	3290827	8	71	75	7	3
chr10	3291788	3291799	0	134	20	1	1
chr10	3293674	3293685	0	142	12	1	1
chr10	3294292	3294323	2	139	13	3	1
chr10	3294490	3294504	0	154	0	1	1
chr10	3295158	3295175	14	80	60	3	1
chr10	3295181	3295206	5	115	34	5	1
chr10	3296285	3296296	0	109	45	1	1
chr10	3296395	3296406	0	129	25	1	1
chr10	3298163	3298174	2	140	12	2	1
chr10	3299031	3299074	9	39	106	6	2
chr10	3300241	3300252	0	151	3	1	1
chr10	3300632	3300643	0	129	25	1	1
chr10	3300662	3300673	0	119	35	1	1
chr10	3309732	3309793	0	0	154	0	0
