chrom	pos	end	het	hom	nocall	n_unq_gt_w_het	n_unq_gt_wo_het
chr1	3004986	3004997	0	124	30	1	1
chr1	3005549	3005568	0	110	44	1	1
chr1	3009351	3009402	4	6	144	7	3
chr1	3011925	3011970	0	2	152	1	1
chr1	3013640	3013655	0	126	28	1	1
chr1	3021480	3021491	0	146	8	1	1
chr1	3029298	3029309	0	65	89	1	1
chr1	3030350	3030361	0	126	28	1	1
chr1	3034212	3034223	0	133	21	1	1
chr1	3045469	3045496	6	55	93	7	3
chr1	3050738	3050765	1	69	84	2	1
chr1	3050955	3051002	9	38	107	6	2
chr1	3051394	3051533	5	0	149	5	0
chr1	3062124	3062167	1	136	17	2	1
chr1	3063324	3063367	2	39	113	3	2
chr1	3068357	3068368	3	141	10	3	2
chr1	3072369	3072380	0	144	10	1	1
chr1	3072798	3072822	0	136	18	1	1
chr1	3074617	3074628	0	129	25	1	1
chr1	3074661	3074676	2	97	55	3	2
chr1	3078669	3078700	3	36	115	4	2
chr1	3079448	3079459	0	110	44	1	1
chr1	3079495	3079545	2	42	110	4	2
chr1	3083387	3083401	0	132	22	1	1
chr1	3086726	3086737	0	141	13	1	1
chr1	3086953	3086967	3	122	29	3	2
chr1	3087313	3087324	0	52	102	1	1
chr1	3091604	3091615	0	37	117	1	1
chr1	3095754	3095765	0	143	11	1	1
chr1	3095926	3095945	3	149	2	3	2
chr1	3095965	3095976	4	90	60	3	1
chr1	3097482	3097496	0	134	20	1	1
chr1	3099936	3099947	0	123	31	1	1
chr1	3105146	3105157	0	67	87	1	1
chr1	3116455	3116512	0	0	154	0	0
chr1	3120976	3120987	0	153	1	1	1
chr1	3122158	3122191	25	41	88	9	2
chr1	3122249	3122260	0	152	2	1	1
chr1	3125367	3125382	2	76	76	3	1
chr1	3125745	3125759	0	60	94	1	1
chr1	3130290	3130337	15	12	127	5	1
chr1	3131093	3131104	0	152	2	1	1
chr1	3132979	3132990	0	136	18	1	1
chr1	3134119	3134160	5	127	22	5	2
chr1	3153384	3153395	0	148	6	1	1
chr1	3161509	3161520	0	69	85	1	1
chr1	3162873	3162884	3	126	25	3	2
chr1	3163213	3163227	0	98	56	1	1
chr1	3164426	3164443	0	135	19	1	1
chr1	3164472	3164486	0	143	11	1	1
chr1	3166251	3166262	0	143	11	1	1
chr1	3169195	3169206	1	146	7	2	1
chr1	3169225	3169258	7	102	45	6	2
chr1	3169275	3169286	0	120	34	1	1
chr1	3170541	3170560	0	153	1	1	1
chr1	3180457	3180468	0	79	75	1	1
chr1	3184125	3184152	13	89	52	8	2
chr1	3184524	3184541	0	143	11	1	1
chr1	3185654	3185665	1	148	5	2	1
chr1	3188551	3188606	3	133	18	3	2
chr1	3189480	3189527	10	87	57	10	3
chr1	3190239	3190254	0	148	6	1	1
chr1	3192683	3192696	1	123	30	2	1
chr1	3192934	3192947	3	138	13	3	1
chr1	3193519	3193554	24	3	127	5	1
chr1	3194182	3194229	5	1	148	3	1
chr1	3194304	3194333	2	3	149	2	1
chr1	3198131	3198151	0	70	84	1	1
