chrom	pos	end	het	hom	nocall	n_unq_gt_w_het	n_unq_gt_wo_het
chr16	3001066	3001077	0	0	154	0	0
chr16	3002378	3002401	9	12	133	2	1
chr16	3005348	3005359	0	5	149	1	1
chr16	3011882	3011902	0	8	146	1	1
chr16	3014157	3014168	0	55	99	1	1
chr16	3014580	3014591	0	7	147	1	1
chr16	3015299	3015310	1	0	153	1	0
chr16	3015326	3015345	0	1	153	1	1
chr16	3015621	3015636	0	2	152	1	1
chr16	3015670	3015681	0	2	152	1	1
chr16	3016263	3016274	0	1	153	1	1
chr16	3016956	3016970	0	1	153	1	1
chr16	3017233	3017257	0	1	153	1	1
chr16	3017333	3017344	0	2	152	1	1
chr16	3034348	3034361	0	75	79	1	1
chr16	3036034	3036054	0	0	154	0	0
chr16	3036091	3036120	0	0	154	0	0
chr16	3036121	3036136	0	0	154	0	0
chr16	3056972	3056983	0	44	110	1	1
chr16	3065682	3065737	6	43	105	7	3
chr16	3065753	3065764	0	38	116	1	1
chr16	3065884	3065898	0	50	104	1	1
chr16	3065982	3066006	0	73	81	1	1
chr16	3067928	3067939	0	81	73	1	1
chr16	3080557	3080568	0	121	33	1	1
chr16	3081031	3081042	0	134	20	1	1
chr16	3082536	3082550	1	94	59	2	1
chr16	3082612	3082631	1	91	62	2	1
chr16	3091663	3091674	0	137	17	1	1
chr16	3091929	3091980	15	118	21	9	3
chr16	3094453	3094487	9	115	30	2	1
chr16	3097301	3097312	0	24	130	1	1
chr16	3107598	3107609	0	106	48	1	1
chr16	3109308	3109325	1	120	33	2	1
chr16	3110492	3110503	0	115	39	1	1
chr16	3120304	3120318	0	154	0	1	1
chr16	3120448	3120479	2	136	16	3	1
chr16	3123709	3123720	0	151	3	1	1
chr16	3123876	3123923	51	0	103	13	0
chr16	3125377	3125388	0	153	1	1	1
chr16	3127243	3127256	111	2	41	6	1
chr16	3127490	3127519	28	28	98	3	1
chr16	3128858	3128869	0	154	0	1	1
chr16	3138709	3138760	4	2	148	3	1
chr16	3139702	3139713	142	0	12	3	0
chr16	3140042	3140085	40	12	102	8	2
chr16	3140680	3140719	3	53	98	3	2
chr16	3140728	3140751	0	67	87	1	1
chr16	3143508	3143559	54	31	69	13	4
chr16	3144086	3144097	0	151	3	1	1
chr16	3144122	3144133	0	148	6	1	1
chr16	3144144	3144155	0	149	5	1	1
chr16	3144483	3144522	65	22	67	9	3
chr16	3145045	3145104	17	59	78	11	3
chr16	3151006	3151029	0	11	143	1	1
chr16	3153692	3153706	0	149	5	1	1
chr16	3154629	3154646	0	100	54	1	1
chr16	3155464	3155511	10	3	141	5	1
chr16	3155512	3155539	5	45	104	5	1
chr16	3155543	3155560	0	57	97	1	1
chr16	3163211	3163222	0	154	0	1	1
chr16	3167858	3167869	0	48	106	1	1
chr16	3170958	3170969	0	120	34	1	1
chr16	3172523	3172534	0	51	103	1	1
chr16	3172597	3172616	0	20	134	1	1
chr16	3173899	3173910	6	125	23	2	1
chr16	3176199	3176216	61	64	29	6	2
chr16	3178406	3178417	0	48	106	1	1
chr16	3242646	3242657	0	61	93	1	1
chr16	3243324	3243335	0	71	83	1	1
chr16	3245856	3245911	3	0	151	2	0
chr16	3245976	3245993	98	0	56	2	0
chr16	3253935	3253952	0	153	1	1	1
chr16	3255513	3255524	0	153	1	1	1
chr16	3256045	3256056	64	68	22	2	1
chr16	3259291	3259311	60	80	14	2	1
chr16	3259617	3259628	150	2	2	2	1
chr16	3262474	3262488	0	5	149	1	1
chr16	3262623	3262634	0	153	1	1	1
chr16	3263353	3263367	0	153	1	1	1
chr16	3264175	3264186	0	153	1	1	1
chr16	3264490	3264537	100	11	43	10	2
chr16	3264707	3264718	0	153	1	1	1
chr16	3265862	3265873	0	153	1	1	1
chr16	3267347	3267361	2	148	4	2	1
chr16	3272381	3272420	38	1	115	10	1
chr16	3273864	3273875	0	154	0	1	1
chr16	3275579	3275590	0	154	0	1	1
chr16	3276385	3276400	0	151	3	1	1
chr16	3279270	3279281	0	154	0	1	1
chr16	3281326	3281337	0	154	0	1	1
chr16	3286571	3286585	0	128	26	1	1
chr16	3288018	3288029	0	127	27	1	1
chr16	3292489	3292500	0	153	1	1	1
chr16	3293785	3293800	0	121	33	1	1
chr16	3293864	3293875	0	144	10	1	1
chr16	3295432	3295443	0	154	0	1	1
chr16	3298528	3298539	0	131	23	1	1
chr16	3303216	3303227	0	154	0	1	1
chr16	3310877	3310894	0	66	88	1	1
chr16	3310898	3310927	11	32	111	5	1
chr16	3310928	3310979	11	10	133	7	1
chr16	3311796	3311813	0	137	17	1	1
chr16	3312727	3312741	0	147	7	1	1
chr16	3315475	3315486	0	36	118	1	1
chr16	3321960	3321995	115	5	34	4	1
chr16	3322321	3322332	0	149	5	1	1
chr16	3322344	3322355	0	154	0	1	1
chr16	3322381	3322392	0	154	0	1	1
chr16	3322913	3322960	83	11	60	13	3
chr16	3325716	3325739	0	82	72	1	1
chr16	3325748	3325763	1	120	33	2	1
chr16	3325785	3325796	0	146	8	1	1
chr16	3326385	3326424	50	9	95	7	1
chr16	3326759	3326770	134	10	10	3	1
chr16	3327711	3327766	5	0	149	3	0
chr16	3337607	3337618	0	151	3	1	1
chr16	3339271	3339282	147	0	7	1	0
chr16	3342637	3342684	85	2	67	10	1
chr16	3342841	3342854	127	0	27	1	0
chr16	3344636	3344650	1	135	18	2	1
chr16	3346087	3346118	1	104	49	2	1
chr16	3346248	3346262	0	154	0	1	1
chr16	3356048	3356059	0	126	28	1	1
chr16	3357194	3357213	0	130	24	1	1
chr16	3358945	3358960	0	106	48	1	1
chr16	3369293	3369312	1	12	141	2	1
chr16	3372115	3372149	14	118	22	2	1
chr16	3374622	3374673	3	108	43	6	3
chr16	3378541	3378564	1	129	24	2	1
chr16	3391065	3391076	0	40	114	1	1
chr16	3391443	3391460	2	76	76	3	1
chr16	3393029	3393040	0	120	34	1	1
chr16	3393503	3393514	0	127	27	1	1
chr16	3406153	3406164	0	134	20	1	1
chr16	3408061	3408080	1	141	12	2	1
chr16	3408321	3408384	6	98	50	5	3
chr16	3417090	3417101	0	133	21	1	1
chr16	3426013	3426033	0	3	151	1	1
chr16	3427702	3427715	2	131	21	3	1
chr16	3444728	3444739	0	33	121	1	1
chr16	3445048	3445067	0	30	124	1	1
chr16	3445648	3445659	0	22	132	1	1
chr16	3445805	3445816	0	20	134	1	1
chr16	3445858	3445869	0	20	134	1	1
chr16	3446243	3446254	0	26	128	1	1
chr16	3446289	3446304	0	26	128	1	1
chr16	3446575	3446594	0	30	124	1	1
chr16	3446611	3446622	0	31	123	1	1
chr16	3447326	3447337	0	68	86	1	1
chr16	3447751	3447762	0	127	27	1	1
chr16	3459504	3459527	0	148	6	1	1
chr16	3462188	3462199	2	149	3	3	1
chr16	3477017	3477042	26	83	45	4	1
chr16	3477745	3477756	0	108	46	1	1
chr16	3481564	3481599	92	17	45	6	1
chr16	3482006	3482041	1	120	33	2	1
chr16	3483967	3483978	1	148	5	2	1
chr16	3484025	3484039	0	151	3	1	1
chr16	3484122	3484136	0	151	3	1	1
chr16	3484229	3484240	1	150	3	2	1
chr16	3484349	3484360	0	142	12	1	1
chr16	3484585	3484599	0	121	33	1	1
chr16	3487911	3487922	0	127	27	1	1
chr16	3488045	3488064	6	26	122	4	1
chr16	3488064	3488103	26	18	110	4	1
chr16	3489514	3489551	11	26	117	5	1
chr16	3492748	3492762	48	61	45	2	1
chr16	3492763	3492774	1	146	7	2	1
chr16	3494585	3494596	0	148	6	1	1
chr16	3496733	3496744	0	139	15	1	1
chr16	3497176	3497215	81	27	46	6	1
chr16	3497243	3497278	0	132	22	1	1
chr16	3497324	3497335	132	13	9	4	1
chr16	3497359	3497370	0	33	121	1	1
chr16	3497518	3497531	1	87	66	2	1
chr16	3497751	3497762	0	152	2	1	1
chr16	3497984	3497999	0	35	119	1	1
chr16	3498026	3498081	3	91	60	3	1
chr16	3511923	3511934	0	117	37	1	1
chr16	3511993	3512006	0	63	91	1	1
chr16	3514840	3514855	0	152	2	1	1
chr16	3517369	3517380	0	151	3	1	1
chr16	3518561	3518572	0	154	0	1	1
chr16	3532669	3532680	0	137	17	1	1
chr16	3535303	3535330	1	141	12	2	1
chr16	3540057	3540100	6	31	117	5	2
chr16	3541568	3541579	0	124	30	1	1
chr16	3545876	3545907	62	68	24	3	1
chr16	3553496	3553527	0	108	46	1	1
chr16	3554201	3554214	0	134	20	1	1
chr16	3558492	3558503	0	129	25	1	1
chr16	3559634	3559645	0	129	25	1	1
chr16	3559749	3559760	0	146	8	1	1
chr16	3571610	3571621	0	122	32	1	1
chr16	3575777	3575794	0	145	9	1	1
chr16	3591424	3591471	10	29	115	5	1
chr16	3591615	3591634	0	153	1	1	1
chr16	3591778	3591815	19	44	91	6	1
chr16	3591815	3591828	1	142	11	2	1
chr16	3591832	3591843	0	115	39	1	1
chr16	3594292	3594330	4	136	14	4	2
chr16	3594797	3594808	0	145	9	1	1
chr16	3594924	3594947	0	145	9	1	1
chr16	3598591	3598602	0	154	0	1	1
chr16	3598791	3598838	9	140	5	6	3
chr16	3599582	3599593	1	147	6	2	1
chr16	3601988	3601999	0	150	4	1	1
chr16	3603287	3603301	0	151	3	1	1
chr16	3603652	3603667	1	76	77	2	1
chr16	3603807	3603818	0	149	5	1	1
chr16	3611646	3611691	8	18	128	3	1
chr16	3612537	3612556	0	146	8	1	1
chr16	3612685	3612696	0	149	5	1	1
chr16	3612731	3612742	0	147	7	1	1
chr16	3617915	3617926	0	149	5	1	1
chr16	3633741	3633752	0	154	0	1	1
chr16	3636796	3636835	3	123	28	4	2
chr16	3639113	3639124	9	116	29	5	1
chr16	3639125	3639170	14	39	101	5	2
chr16	3639298	3639309	0	152	2	1	1
chr16	3640007	3640018	0	154	0	1	1
chr16	3640819	3640833	0	151	3	1	1
chr16	3664037	3664048	0	101	53	1	1
chr16	3678880	3678895	0	141	13	1	1
chr16	3681073	3681084	0	103	51	1	1
chr16	3681160	3681187	0	94	60	1	1
chr16	3683451	3683465	0	151	3	1	1
chr16	3697017	3697028	0	131	23	1	1
chr16	3698256	3698275	0	134	20	1	1
chr16	3700782	3700811	0	147	7	1	1
chr16	3702637	3702656	1	140	13	3	2
chr16	3705661	3705680	0	141	13	1	1
chr16	3711443	3711454	0	153	1	1	1
chr16	3714490	3714501	0	144	10	1	1
chr16	3714841	3714852	0	130	24	1	1
chr16	3717017	3717032	1	111	42	2	1
chr16	3717042	3717053	0	84	70	1	1
chr16	3719159	3719226	0	0	154	0	0
chr16	3719556	3719583	0	149	5	1	1
chr16	3723059	3723070	0	139	15	1	1
chr16	3725006	3725017	0	152	2	1	1
chr16	3731511	3731522	0	112	42	1	1
chr16	3732075	3732086	0	129	25	1	1
chr16	3732732	3732743	0	151	3	1	1
chr16	3734237	3734251	0	134	20	1	1
chr16	3734503	3734518	0	121	33	1	1
chr16	3734657	3734694	11	50	93	4	1
chr16	3736660	3736683	14	98	42	5	1
chr16	3737591	3737624	3	73	78	3	1
chr16	3737907	3737918	0	150	4	1	1
chr16	3739625	3739649	0	144	10	1	1
chr16	3742426	3742440	0	144	10	1	1
chr16	3743004	3743015	0	140	14	1	1
chr16	3747679	3747690	0	95	59	1	1
chr16	3750371	3750382	0	135	19	1	1
chr16	3751957	3751968	0	152	2	1	1
chr16	3773623	3773637	0	151	3	1	1
chr16	3775577	3775588	0	131	23	1	1
chr16	3775875	3775889	0	133	21	1	1
chr16	3776261	3776278	0	136	18	1	1
chr16	3777541	3777584	7	28	119	3	1
chr16	3777960	3777971	0	141	13	1	1
chr16	3778048	3778059	0	136	18	1	1
chr16	3779641	3779655	0	150	4	2	2
chr16	3779657	3779671	0	151	3	1	1
chr16	3779732	3779759	0	152	2	1	1
chr16	3782535	3782550	1	82	71	2	1
chr16	3783128	3783147	0	154	0	1	1
chr16	3783163	3783198	0	153	1	1	1
chr16	3783576	3783587	0	141	13	1	1
chr16	3787760	3787777	2	111	41	2	1
chr16	3788284	3788335	10	90	54	9	4
chr16	3789828	3789847	0	130	24	1	1
chr16	3790452	3790466	0	148	6	1	1
chr16	3791725	3791736	0	143	11	1	1
chr16	3791742	3791753	0	140	14	1	1
chr16	3791973	3791987	0	131	23	1	1
chr16	3792704	3792715	0	146	8	1	1
chr16	3792737	3792748	0	149	5	1	1
chr16	3798836	3798847	0	142	12	1	1
chr16	3800685	3800696	0	120	34	1	1
chr16	3806692	3806711	0	143	11	1	1
chr16	3807162	3807185	2	122	30	2	1
chr16	3812266	3812277	0	138	16	1	1
chr16	3812430	3812461	3	138	13	3	2
chr16	3812998	3813009	0	153	1	1	1
