chrom	pos	end	het	hom	nocall	n_unq_gt_w_het	n_unq_gt_wo_het
chr14	3001547	3001571	0	0	154	0	0
chr14	3006619	3006630	0	147	7	1	1
chr14	3006862	3006885	1	132	21	2	1
chr14	3008058	3008069	0	145	9	1	1
chr14	3009519	3009530	0	69	85	1	1
chr14	3015775	3015798	0	147	7	1	1
chr14	3015921	3015964	17	35	102	5	1
chr14	3017715	3017726	0	138	16	1	1
chr14	3017911	3017955	3	37	114	2	1
chr14	3019491	3019502	0	53	101	1	1
chr14	3019654	3019665	0	109	45	1	1
chr14	3019972	3019991	0	122	32	1	1
chr14	3020161	3020180	0	132	22	1	1
chr14	3024417	3024448	0	148	6	1	1
chr14	3027466	3027477	0	153	1	1	1
chr14	3028471	3028490	0	144	10	1	1
chr14	3035506	3035551	13	42	99	5	1
chr14	3040200	3040244	2	116	36	3	1
chr14	3040414	3040427	26	68	60	4	1
chr14	3042155	3042168	0	138	16	1	1
chr14	3043531	3043545	0	148	6	1	1
chr14	3044252	3044266	0	136	18	1	1
chr14	3044307	3044336	0	131	23	1	1
chr14	3050011	3050022	0	152	2	1	1
chr14	3052549	3052564	0	136	18	1	1
chr14	3052614	3052671	0	0	154	0	0
chr14	3055550	3055565	0	142	12	1	1
chr14	3063213	3063224	0	139	15	1	1
chr14	3067704	3067715	0	154	0	1	1
chr14	3080296	3080323	1	124	29	2	1
chr14	3081935	3081968	9	68	77	5	2
chr14	3081975	3082010	4	137	13	4	1
chr14	3083429	3083488	0	0	154	0	0
chr14	3083950	3083961	0	149	5	1	1
chr14	3091471	3091482	0	147	7	1	1
chr14	3091714	3091737	1	130	23	2	1
chr14	3092909	3092920	0	143	11	1	1
chr14	3094363	3094374	0	57	97	1	1
chr14	3100782	3100827	18	33	103	6	1
chr14	3101356	3101427	72	29	53	14	1
chr14	3102187	3102198	0	143	11	1	1
chr14	3108620	3108663	17	55	82	6	1
chr14	3109192	3109269	43	11	100	19	1
chr14	3110029	3110040	0	133	21	1	1
chr14	3116406	3116417	0	143	11	1	1
chr14	3116980	3116991	0	136	18	1	1
chr14	3117204	3117257	1	24	129	2	1
chr14	3119256	3119275	0	133	21	1	1
chr14	3119445	3119464	0	137	17	1	1
chr14	3123630	3123653	0	144	10	1	1
chr14	3127571	3127586	0	144	10	1	1
chr14	3132452	3132463	0	152	2	1	1
chr14	3133403	3133444	0	0	154	0	0
chr14	3145061	3145092	2	138	14	2	1
chr14	3146706	3146733	11	61	82	6	1
chr14	3148657	3148668	0	150	4	1	1
chr14	3150485	3150549	5	16	133	4	1
chr14	3156180	3156191	0	135	19	1	1
chr14	3156423	3156450	0	121	33	1	1
chr14	3157625	3157636	0	134	20	1	1
chr14	3159082	3159093	0	44	110	1	1
chr14	3161222	3161233	0	120	34	1	1
chr14	3167657	3167678	1	131	22	2	1
chr14	3168174	3168185	1	90	63	2	1
chr14	3168212	3168223	0	124	30	1	1
chr14	3168226	3168243	42	28	84	4	1
chr14	3169457	3169470	0	128	26	1	1
chr14	3169539	3169583	0	33	121	1	1
chr14	3169650	3169694	3	37	114	2	1
chr14	3177457	3177468	0	60	94	1	1
chr14	3177616	3177627	0	112	42	1	1
chr14	3177935	3177949	0	127	27	1	1
chr14	3178123	3178142	0	129	25	1	1
chr14	3182389	3182420	0	144	10	1	1
chr14	3186797	3186816	0	129	25	1	1
chr14	3193449	3193470	3	133	18	3	1
chr14	3198122	3198156	5	111	38	5	1
chr14	3198323	3198336	3	77	74	2	1
chr14	3200086	3200099	0	138	16	1	1
chr14	3200955	3200968	1	101	52	2	1
chr14	3201461	3201475	0	145	9	1	1
chr14	3202182	3202206	0	142	12	1	1
chr14	3202218	3202232	5	133	16	3	1
chr14	3202250	3202300	8	98	48	5	2
chr14	3206000	3206055	1	7	146	2	1
chr14	3209332	3209343	0	148	6	1	1
chr14	3211872	3211887	0	145	9	1	1
chr14	3214966	3214977	0	141	13	1	1
chr14	3215214	3215229	0	144	10	1	1
chr14	3218841	3218852	0	146	8	1	1
chr14	3220453	3220464	0	150	4	1	1
chr14	3222826	3222837	0	133	21	1	1
chr14	3223777	3223824	0	0	154	0	0
chr14	3229466	3229483	0	129	25	1	1
chr14	3231377	3231396	1	135	18	2	1
chr14	3234040	3234099	2	31	121	3	1
chr14	3234336	3234353	0	111	43	1	1
chr14	3234378	3234433	1	0	153	1	0
chr14	3235699	3235754	20	13	121	5	1
chr14	3240929	3240946	0	135	19	1	1
chr14	3250827	3250870	1	141	12	3	2
chr14	3252757	3252768	0	136	18	1	1
chr14	3257013	3257042	3	127	24	3	1
chr14	3264497	3264512	0	140	14	1	1
chr14	3267972	3267987	0	146	8	1	1
chr14	3280565	3280594	0	128	26	1	1
chr14	3281082	3281093	0	118	36	1	1
chr14	3281105	3281122	2	127	25	2	1
chr14	3283319	3283330	1	103	50	2	1
chr14	3300726	3300771	5	21	128	3	1
chr14	3303470	3303481	0	135	19	1	1
chr14	3305390	3305401	1	100	53	2	1
chr14	3311944	3311955	0	126	28	1	1
chr14	3314479	3314490	0	2	152	1	1
chr14	3314494	3314549	0	0	154	0	0
chr14	3320328	3320377	9	21	124	3	1
chr14	3325033	3325072	0	117	37	1	1
chr14	3325234	3325245	8	91	55	5	1
chr14	3326955	3326968	0	137	17	1	1
chr14	3327702	3327721	0	133	21	1	1
chr14	3327758	3327769	0	118	36	1	1
chr14	3332719	3332736	0	134	20	1	1
chr14	3334903	3334918	0	147	7	1	1
chr14	3335438	3335457	2	125	27	3	1
chr14	3337882	3337893	0	143	11	1	1
chr14	3338130	3338147	1	146	7	2	1
chr14	3341754	3341765	0	148	6	1	1
chr14	3343360	3343371	0	139	15	1	1
chr14	3345734	3345745	0	149	5	1	1
chr14	3359889	3359910	2	81	71	3	1
chr14	3361836	3361847	0	151	3	1	1
chr14	3363663	3363722	4	14	136	4	1
chr14	3369356	3369367	0	121	33	1	1
chr14	3369599	3369618	0	95	59	1	1
chr14	3370801	3370812	0	131	23	1	1
chr14	3372257	3372268	0	33	121	1	1
chr14	3374395	3374406	0	85	69	1	1
chr14	3380558	3380569	0	143	11	1	1
chr14	3380660	3380691	0	142	12	1	1
chr14	3380806	3380827	1	122	31	2	1
chr14	3381323	3381334	0	24	130	1	1
chr14	3381375	3381394	6	6	142	5	1
chr14	3382630	3382643	0	92	62	1	1
chr14	3382709	3382786	0	1	153	1	1
chr14	3382787	3382849	0	1	153	1	1
chr14	3384344	3384355	0	53	101	1	1
chr14	3384507	3384518	0	71	83	1	1
chr14	3384855	3384874	0	103	51	1	1
chr14	3385044	3385063	0	114	40	1	1
chr14	3389310	3389349	0	142	12	1	1
chr14	3393658	3393677	0	97	57	1	1
chr14	3400289	3400328	10	71	73	5	1
chr14	3404980	3405024	0	124	30	1	1
chr14	3405186	3405197	1	78	75	2	1
chr14	3406899	3406912	0	125	29	1	1
chr14	3407280	3407291	0	143	11	1	1
chr14	3407646	3407665	0	108	46	1	1
chr14	3407693	3407716	1	98	55	2	1
chr14	3412726	3412743	0	122	32	1	1
chr14	3413382	3413393	0	145	9	1	1
chr14	3414906	3414921	0	122	32	1	1
chr14	3415439	3415460	0	51	103	1	1
chr14	3417885	3417896	0	98	56	1	1
chr14	3418133	3418148	1	126	27	2	1
chr14	3421760	3421771	0	48	106	1	1
chr14	3423379	3423390	0	122	32	1	1
chr14	3425751	3425762	0	34	120	1	1
chr14	3437333	3437352	0	97	57	1	1
chr14	3438980	3439005	9	60	85	3	1
chr14	3440582	3440593	0	137	17	1	1
chr14	3440603	3440614	0	142	12	1	1
chr14	3441057	3441068	0	118	36	1	1
chr14	3443347	3443364	9	2	143	3	1
chr14	3454383	3454400	0	129	25	1	1
chr14	3456294	3456321	4	103	47	3	1
chr14	3458957	3459041	3	11	140	2	1
chr14	3459314	3459363	2	2	150	2	1
chr14	3460629	3460670	23	11	120	6	1
chr14	3461771	3461786	0	151	3	1	1
chr14	3470257	3470308	9	10	135	4	1
chr14	3473634	3473648	0	135	19	1	1
chr14	3475840	3475883	6	120	28	3	1
chr14	3477770	3477781	0	99	55	1	1
chr14	3482085	3482126	17	58	79	5	2
chr14	3492876	3492891	0	16	138	1	1
chr14	3493992	3494045	8	20	126	4	1
chr14	3506194	3506209	0	82	72	1	1
chr14	3509669	3509684	0	112	42	1	1
chr14	3522261	3522305	0	97	57	1	1
chr14	3522793	3522804	0	51	103	1	1
chr14	3522816	3522833	0	69	85	1	1
chr14	3525040	3525051	0	79	75	1	1
chr14	3539243	3539278	9	53	92	4	1
chr14	3541977	3541988	0	134	20	1	1
chr14	3543897	3543908	0	114	40	1	1
chr14	3551306	3551317	0	119	35	1	1
chr14	3553841	3553852	0	1	153	1	1
chr14	3553856	3553905	1	0	153	1	0
chr14	3559678	3559727	20	10	124	7	2
chr14	3564381	3564425	2	91	61	3	1
chr14	3564587	3564598	9	94	51	4	1
chr14	3566304	3566317	1	133	20	2	1
chr14	3567039	3567063	0	105	49	1	1
chr14	3567095	3567106	0	89	65	1	1
chr14	3572774	3572785	0	151	3	1	1
chr14	3574298	3574313	1	146	7	2	1
chr14	3577304	3577315	0	145	9	1	1
chr14	3577552	3577567	0	142	12	1	1
chr14	3581175	3581186	0	152	2	1	1
chr14	3582781	3582792	0	151	3	1	1
chr14	3585155	3585166	0	153	1	1	1
chr14	3599310	3599331	2	105	47	3	1
chr14	3601257	3601268	0	152	2	1	1
chr14	3603084	3603143	5	43	106	4	1
chr14	3608765	3608776	0	151	3	1	1
chr14	3609008	3609027	0	143	11	1	1
chr14	3610210	3610221	0	149	5	1	1
chr14	3611666	3611677	0	76	78	1	1
chr14	3613804	3613815	0	124	30	1	1
chr14	3619967	3619978	0	153	1	1	1
chr14	3620069	3620100	1	147	6	2	1
chr14	3620215	3620236	0	144	10	1	1
chr14	3620732	3620743	0	92	62	1	1
chr14	3620784	3620803	23	23	108	5	1
chr14	3622037	3622050	1	127	26	2	1
chr14	3623745	3623756	1	133	20	2	1
chr14	3623908	3623919	0	138	16	1	1
chr14	3624256	3624275	0	148	6	1	1
chr14	3624445	3624464	0	150	4	1	1
chr14	3628711	3628746	0	145	9	1	1
chr14	3633077	3633096	0	148	6	1	1
chr14	3639708	3639747	16	78	60	4	1
chr14	3644398	3644447	32	98	24	2	1
chr14	3644609	3644620	5	113	36	2	1
chr14	3646322	3646335	0	145	9	1	1
chr14	3646703	3646714	0	152	2	1	1
chr14	3647069	3647088	0	152	2	1	1
chr14	3647116	3647139	0	146	8	1	1
chr14	3652142	3652159	0	131	23	1	1
chr14	3652798	3652809	0	153	1	1	1
chr14	3654322	3654337	0	150	4	1	1
chr14	3654855	3654876	0	126	28	1	1
chr14	3657301	3657312	0	151	3	1	1
chr14	3657549	3657564	0	149	5	1	1
chr14	3661176	3661187	0	133	21	1	1
chr14	3662794	3662805	0	152	2	1	1
chr14	3665166	3665177	0	133	21	1	1
chr14	3676748	3676767	0	153	1	1	1
chr14	3678395	3678420	7	108	39	4	1
chr14	3679997	3680008	0	153	1	1	1
chr14	3680018	3680029	0	153	1	1	1
chr14	3680472	3680483	0	153	1	1	1
chr14	3682754	3682771	4	117	33	3	1
chr14	3693790	3693807	1	144	9	2	1
chr14	3695701	3695728	4	128	22	3	1
chr14	3698364	3698443	6	31	117	6	2
chr14	3698716	3698765	4	6	144	4	1
chr14	3700031	3700072	65	29	60	9	1
chr14	3701173	3701188	0	153	1	1	1
chr14	3711931	3711969	6	119	29	5	1
chr14	3716273	3716284	0	153	1	1	1
chr14	3718169	3718212	6	143	5	3	1
chr14	3720406	3720420	0	151	3	1	1
chr14	3723746	3723801	2	4	148	3	1
chr14	3732271	3732286	0	147	7	1	1
chr14	3733387	3733438	31	18	105	8	1
chr14	3745587	3745602	0	149	5	1	1
chr14	3749062	3749077	0	152	2	1	1
chr14	3761654	3761698	1	143	10	2	1
chr14	3762186	3762197	0	144	10	1	1
chr14	3762209	3762226	0	146	8	1	1
chr14	3764434	3764445	0	146	8	1	1
chr14	3778637	3778672	15	79	60	3	1
chr14	3781371	3781382	0	150	4	1	1
chr14	3783289	3783300	0	140	14	1	1
chr14	3789347	3789358	0	149	5	1	1
chr14	3791882	3791893	0	9	145	1	1
chr14	3791897	3791944	2	2	150	3	1
chr14	3797717	3797770	6	1	147	2	1
chr14	3802424	3802468	3	135	16	3	1
chr14	3802630	3802641	12	118	24	3	1
chr14	3804347	3804360	0	143	11	1	1
chr14	3805082	3805106	0	147	7	1	1
chr14	3805138	3805149	0	139	15	1	1
chr14	3810825	3810836	0	153	1	1	1
chr14	3812349	3812364	1	147	6	2	1
chr14	3815372	3815383	0	143	11	1	1
chr14	3815620	3815643	2	95	57	2	1
chr14	3819252	3819263	0	141	13	1	1
chr14	3823241	3823252	0	144	10	1	1
chr14	3834161	3834180	0	143	11	1	1
chr14	3835804	3835819	5	110	39	3	1
chr14	3837415	3837426	0	152	2	1	1
chr14	3837870	3837881	0	150	4	1	1
chr14	3840129	3840150	2	117	35	2	1
chr14	3844754	3844765	0	147	7	1	1
chr14	3851179	3851196	0	139	15	1	1
chr14	3853090	3853117	7	122	25	4	1
chr14	3855753	3855832	0	8	146	1	1
chr14	3856070	3856087	0	103	51	1	1
chr14	3856114	3856179	0	0	154	0	0
chr14	3872589	3872632	5	128	21	3	1
chr14	3874519	3874530	0	137	17	1	1
chr14	3878777	3878818	6	93	55	7	3
chr14	3886270	3886285	0	137	17	1	1
chr14	3889751	3889766	0	147	7	1	1
chr14	3902412	3902461	1	129	24	2	1
chr14	3902949	3902960	0	120	34	1	1
chr14	3902972	3902989	1	138	15	2	1
chr14	3912875	3912886	0	145	9	1	1
chr14	3916831	3916876	7	33	114	3	1
chr14	3919281	3919292	0	137	17	1	1
chr14	3921199	3921210	0	137	17	1	1
chr14	3928592	3928607	0	142	12	1	1
chr14	3931131	3931176	0	0	154	0	0
chr14	3931176	3931217	5	0	149	2	0
chr14	3936958	3936985	5	124	25	3	1
chr14	3941638	3941667	0	136	18	1	1
chr14	3941829	3941840	10	115	29	3	1
chr14	3943547	3943560	0	132	22	1	1
chr14	3948668	3948682	0	136	18	1	1
chr14	3951178	3951193	0	139	15	1	1
chr14	3954404	3954419	0	151	3	1	1
chr14	3958030	3958041	0	147	7	1	1
chr14	3959645	3959656	0	152	2	1	1
chr14	3962018	3962029	0	151	3	1	1
chr14	3962969	3962994	2	10	142	3	1
chr14	3972127	3972138	0	146	8	1	1
chr14	3973091	3973129	3	95	56	5	2
chr14	3973752	3973775	0	144	10	1	1
chr14	3976969	3976980	0	153	1	1	1
chr14	3977423	3977434	0	149	5	1	1
chr14	3981991	3982002	0	139	15	1	1
chr14	3983160	3983171	0	146	8	1	1
chr14	3984681	3984692	0	146	8	1	1
chr14	3986456	3986505	5	6	143	4	1
chr14	3986634	3986855	0	0	154	0	0
chr14	3988449	3988460	0	140	14	1	1
chr14	3988642	3988653	0	132	22	1	1
chr14	3988657	3988668	0	128	26	1	1
chr14	3993401	3993432	0	146	8	1	1
chr14	3996944	3996959	0	133	21	1	1
chr14	4008450	4008461	19	44	91	5	1
chr14	4008466	4008515	3	2	149	3	1
chr14	4011967	4011981	0	145	9	1	1
chr14	4012687	4012711	0	137	17	1	1
chr14	4012713	4012724	0	137	17	1	1
chr14	4012745	4012768	0	131	23	1	1
chr14	4016222	4016273	8	55	91	5	1
chr14	4019586	4019597	0	152	2	1	1
chr14	4021167	4021178	0	142	12	1	1
chr14	4022850	4022861	0	124	30	1	1
chr14	4024348	4024359	0	144	10	1	1
chr14	4024596	4024611	1	147	6	2	1
chr14	4028223	4028234	0	148	6	1	1
chr14	4029837	4029848	0	146	8	1	1
chr14	4032211	4032222	0	145	9	1	1
chr14	4033162	4033201	0	0	154	0	0
chr14	4044824	4044851	0	146	8	1	1
chr14	4046438	4046501	5	0	149	2	0
chr14	4048450	4048461	0	149	5	1	1
chr14	4050277	4050341	11	4	139	5	2
chr14	4055964	4055975	0	149	5	1	1
chr14	4056207	4056230	0	141	13	1	1
chr14	4057404	4057415	0	143	11	1	1
chr14	4058864	4058875	0	77	77	1	1
chr14	4064801	4064812	0	153	1	1	1
chr14	4065117	4065152	2	140	12	3	1
chr14	4065281	4065312	9	82	63	4	1
chr14	4067060	4067073	0	122	32	1	1
