chrom	pos	end	het	hom	nocall	n_unq_gt_w_het	n_unq_gt_wo_het
chr2	3050044	3050107	8	1	145	6	1
chr2	3051300	3051379	0	0	154	0	0
chr2	3051392	3051463	0	0	154	0	0
chr2	3051944	3051959	0	5	149	1	1
chr2	3059591	3059618	4	66	84	3	1
chr2	3064818	3064829	0	119	35	1	1
chr2	3066184	3066195	0	76	78	1	1
chr2	3067931	3067945	0	82	72	1	1
chr2	3069614	3069669	0	0	154	0	0
chr2	3075904	3075919	1	93	60	2	1
chr2	3077897	3077960	0	0	154	0	0
chr2	3081538	3081549	0	77	77	1	1
chr2	3086581	3086608	0	91	63	1	1
chr2	3090087	3090144	0	0	154	0	0
chr2	3091251	3091298	0	0	154	0	0
chr2	3091341	3091415	0	0	154	0	0
chr2	3093795	3093806	0	107	47	1	1
chr2	3095566	3095599	7	74	73	4	1
chr2	3099227	3099264	6	43	105	4	2
chr2	3100287	3100336	1	64	89	4	3
chr2	3101152	3101163	0	115	39	1	1
chr2	3101320	3101351	0	146	8	1	1
chr2	3103597	3103611	0	94	60	1	1
chr2	3103819	3103833	0	57	97	1	1
chr2	3108383	3108422	7	23	124	5	2
chr2	3109052	3109063	0	129	25	1	1
chr2	3110947	3110958	0	150	4	1	1
chr2	3112139	3112174	3	50	101	2	1
chr2	3113214	3113225	0	113	41	1	1
chr2	3115567	3115602	9	110	35	5	2
chr2	3119345	3119356	0	88	66	1	1
chr2	3120196	3120215	0	125	29	1	1
chr2	3121876	3121913	9	64	81	3	1
chr2	3122399	3122410	0	112	42	1	1
chr2	3131436	3131447	0	116	38	1	1
chr2	3134879	3134906	4	1	149	3	1
chr2	3136079	3136090	0	121	33	1	1
chr2	3138353	3138380	0	0	154	0	0
chr2	3142938	3142971	3	59	92	4	2
chr2	3143974	3144005	3	41	110	3	1
chr2	3146793	3146807	0	144	10	1	1
chr2	3147446	3147459	2	101	51	2	1
chr2	3150925	3150938	0	138	16	1	1
chr2	3154134	3154145	0	135	19	1	1
chr2	3154306	3154321	0	137	17	1	1
chr2	3156549	3156560	0	111	43	1	1
chr2	3156604	3156615	0	132	22	1	1
chr2	3161957	3161968	0	132	22	1	1
chr2	3166603	3166616	4	111	39	2	1
chr2	3167098	3167109	0	145	9	1	1
chr2	3171381	3171392	0	131	23	1	1
chr2	3175394	3175405	0	141	13	1	1
chr2	3176470	3176485	0	135	19	1	1
chr2	3177199	3177228	5	76	73	3	1
chr2	3183240	3183251	0	154	0	1	1
chr2	3185298	3185317	0	134	20	1	1
chr2	3195172	3195183	0	143	11	1	1
chr2	3199043	3199054	0	145	9	1	1
chr2	3201764	3201843	10	6	138	5	1
chr2	3209274	3209285	3	142	9	2	1
chr2	3209293	3209349	9	30	115	4	1
chr2	3210529	3210566	7	52	95	5	1
chr2	3211940	3211951	0	43	111	1	1
chr2	3212348	3212359	0	132	22	1	1
chr2	3214484	3214529	18	36	100	5	1
chr2	3214530	3214559	3	85	66	3	1
chr2	3215028	3215039	0	150	4	1	1
chr2	3222116	3222139	0	3	151	1	1
chr2	3222140	3222187	5	4	145	3	1
chr2	3226415	3226438	0	103	51	1	1
chr2	3227059	3227070	0	58	96	1	1
chr2	3231882	3231895	0	131	23	1	1
chr2	3235466	3235480	1	130	23	2	1
chr2	3235493	3235504	0	122	32	1	1
chr2	3237859	3237902	2	8	144	3	1
chr2	3238115	3238166	8	108	38	8	4
chr2	3241816	3241827	0	154	0	1	1
chr2	3244804	3244819	0	126	28	1	1
chr2	3245182	3245201	0	154	0	1	1
chr2	3245445	3245496	4	1	149	3	1
chr2	3248500	3248517	1	124	29	2	1
chr2	3251028	3251039	0	130	24	1	1
chr2	3251286	3251297	0	103	51	1	1
chr2	3255064	3255075	0	149	5	1	1
chr2	3257976	3257987	0	153	1	1	1
chr2	3264634	3264645	0	131	23	1	1
chr2	3265184	3265195	0	153	1	1	1
chr2	3265201	3265212	1	149	4	2	1
chr2	3268311	3268322	10	130	14	3	1
chr2	3268334	3268381	3	7	144	3	1
chr2	3269150	3269161	12	127	15	3	1
chr2	3270710	3270779	0	0	154	0	0
chr2	3270918	3270941	0	70	84	1	1
chr2	3272949	3272960	0	48	106	1	1
chr2	3273001	3273012	0	86	68	1	1
chr2	3278367	3278382	2	135	17	2	1
chr2	3280276	3280290	0	152	2	1	1
chr2	3281312	3281341	3	0	151	3	0
chr2	3281868	3281879	0	137	17	1	1
chr2	3282648	3282667	0	112	42	2	2
chr2	3283325	3283336	0	140	14	1	1
chr2	3288024	3288035	0	80	74	1	1
chr2	3291226	3291237	0	146	8	1	1
chr2	3292710	3292721	0	153	1	1	1
chr2	3293136	3293147	0	153	1	1	1
chr2	3293699	3293726	0	152	2	2	2
chr2	3295612	3295629	1	143	10	2	1
chr2	3299093	3299108	0	154	0	1	1
chr2	3304260	3304271	0	145	9	1	1
chr2	3305127	3305178	9	6	139	6	1
chr2	3313684	3313695	0	152	2	1	1
chr2	3319998	3320009	1	102	51	2	1
chr2	3323152	3323166	0	141	13	1	1
chr2	3324045	3324056	0	154	0	1	1
chr2	3324339	3324354	0	148	6	1	1
chr2	3324356	3324367	0	145	9	1	1
chr2	3328661	3328674	0	149	5	1	1
chr2	3330331	3330342	0	153	1	1	1
chr2	3330802	3330813	0	136	18	1	1
chr2	3333662	3333701	19	80	55	3	1
chr2	3334154	3334185	2	109	43	4	2
chr2	3334749	3334760	0	19	135	1	1
chr2	3334823	3334864	0	4	150	1	1
chr2	3334866	3334877	0	42	112	1	1
chr2	3338479	3338523	2	125	27	2	1
chr2	3345625	3345636	0	151	3	1	1
chr2	3349471	3349482	0	101	53	1	1
chr2	3350360	3350383	6	51	97	5	1
chr2	3350384	3350439	3	2	149	4	1
chr2	3350989	3351000	0	89	65	1	1
chr2	3352239	3352264	2	100	52	3	1
chr2	3352551	3352590	1	142	11	2	1
chr2	3352593	3352616	0	145	9	1	1
chr2	3352730	3352767	7	47	100	5	1
chr2	3353086	3353097	0	148	6	1	1
chr2	3353489	3353506	0	103	51	1	1
chr2	3353991	3354005	0	122	32	1	1
chr2	3355139	3355150	0	150	4	1	1
chr2	3356869	3356884	0	151	3	1	1
chr2	3361421	3361436	0	132	22	1	1
chr2	3365918	3365933	0	151	3	1	1
chr2	3365948	3365963	2	130	22	2	1
chr2	3367026	3367081	12	97	45	11	5
chr2	3367623	3367644	0	115	39	1	1
chr2	3368320	3368331	0	151	3	1	1
chr2	3371094	3371105	0	134	20	1	1
chr2	3372888	3372899	0	147	7	1	1
chr2	3373988	3374043	0	0	154	0	0
chr2	3374044	3374059	1	95	58	2	1
chr2	3374972	3374986	0	134	20	1	1
chr2	3375149	3375160	0	148	6	1	1
chr2	3376051	3376062	0	109	45	1	1
chr2	3378576	3378587	0	148	6	1	1
chr2	3384850	3384864	0	128	26	1	1
chr2	3385120	3385131	0	149	5	1	1
chr2	3385377	3385412	8	37	109	3	1
chr2	3386721	3386784	0	0	154	0	0
chr2	3387466	3387477	0	153	1	1	1
chr2	3393890	3393922	0	110	44	1	1
chr2	3395494	3395525	9	64	81	3	1
chr2	3398590	3398601	0	153	1	1	1
chr2	3400233	3400244	0	151	3	1	1
chr2	3401731	3401742	0	153	1	1	1
chr2	3402904	3402923	0	153	1	1	1
chr2	3403818	3403829	0	152	2	1	1
chr2	3403913	3403924	1	147	6	2	1
chr2	3403938	3403961	0	139	15	1	1
chr2	3405518	3405533	0	139	15	1	1
