chrom	pos	end	het	hom	nocall	n_unq_gt_w_het	n_unq_gt_wo_het
chr18	3000282	3000297	151	1	2	2	1
chr18	3000438	3000452	0	152	2	1	1
chr18	3009685	3009696	143	0	11	3	0
chr18	3011267	3011278	0	127	27	1	1
chr18	3011285	3011296	0	154	0	1	1
chr18	3014001	3014012	0	121	33	1	1
chr18	3014205	3014216	54	33	67	5	1
chr18	3015132	3015155	15	112	27	3	1
chr18	3015161	3015184	35	84	35	2	1
chr18	3016895	3016906	0	151	3	1	1
chr18	3018407	3018446	30	23	101	4	2
chr18	3018454	3018505	0	0	154	0	0
chr18	3021531	3021545	154	0	0	1	0
chr18	3024496	3024535	5	127	22	4	3
chr18	3028412	3028435	5	96	53	3	1
chr18	3028435	3028456	1	115	38	2	1
chr18	3037627	3037638	0	53	101	1	1
chr18	3042104	3042117	4	114	36	3	1
chr18	3043685	3043696	0	152	2	1	1
chr18	3044159	3044170	0	154	0	1	1
chr18	3062272	3062283	0	152	2	1	1
chr18	3070955	3070974	0	112	42	1	1
chr18	3071378	3071389	0	105	49	1	1
chr18	3076584	3076595	0	133	21	1	1
chr18	3078616	3078636	0	88	66	1	1
chr18	3082224	3082247	2	134	18	2	1
chr18	3086052	3086066	0	153	1	1	1
chr18	3086750	3086799	5	56	93	4	2
chr18	3087397	3087408	0	103	51	1	1
chr18	3090113	3090152	10	27	117	4	2
chr18	3091059	3091070	0	153	1	1	1
chr18	3091667	3091678	0	154	0	1	1
chr18	3098606	3098617	0	42	112	1	1
chr18	3101167	3101178	0	146	8	1	1
chr18	3102959	3103013	5	78	71	3	1
chr18	3104184	3104195	0	134	20	1	1
chr18	3104614	3104625	0	116	38	1	1
chr18	3104989	3105003	1	148	5	2	1
chr18	3105871	3105886	0	124	30	1	1
chr18	3105899	3105910	0	143	11	1	1
chr18	3121116	3121159	12	5	137	5	1
chr18	3124803	3124814	0	147	7	1	1
chr18	3131599	3131613	0	144	10	1	1
chr18	3134864	3134875	0	136	18	1	1
chr18	3134883	3134910	79	56	19	4	1
chr18	3138155	3138174	0	152	2	1	1
chr18	3146461	3146472	0	142	12	1	1
chr18	3148179	3148230	0	1	153	1	1
chr18	3148843	3148860	0	130	24	1	1
chr18	3151741	3151756	0	80	74	1	1
chr18	3158810	3158849	42	14	98	5	1
chr18	3162963	3162977	0	135	19	1	1
chr18	3168585	3168596	0	152	2	1	1
chr18	3169596	3169607	0	116	38	1	1
chr18	3170463	3170474	0	152	2	1	1
chr18	3170699	3170710	0	147	7	1	1
chr18	3173957	3174002	0	0	154	0	0
chr18	3175631	3175648	0	152	2	1	1
chr18	3176167	3176178	0	149	5	1	1
chr18	3177382	3177393	0	96	58	1	1
chr18	3177458	3177503	0	0	154	0	0
chr18	3177523	3177536	0	11	143	1	1
chr18	3180082	3180093	0	102	52	1	1
chr18	3180717	3180762	3	0	151	2	0
chr18	3181643	3181670	1	111	42	3	2
chr18	3196339	3196350	0	149	5	1	1
chr18	3199328	3199361	16	30	108	7	2
chr18	3201375	3201386	0	133	21	1	1
chr18	3201518	3201537	0	102	52	1	1
chr18	3209490	3209501	0	91	63	1	1
chr18	3209506	3209517	0	99	55	1	1
chr18	3218544	3218555	0	145	9	1	1
chr18	3224213	3224224	0	131	23	1	1
chr18	3225076	3225087	0	143	11	1	1
chr18	3241885	3241920	7	65	82	3	1
chr18	3248271	3248282	0	135	19	1	1
chr18	3249770	3249781	0	150	4	1	1
chr18	3259769	3259820	8	9	137	7	3
chr18	3260727	3260746	2	135	17	3	1
chr18	3264160	3264171	0	145	9	1	1
