chrom	pos	end	het	hom	nocall	n_unq_gt_w_het	n_unq_gt_wo_het
chr5	3002416	3002427	0	154	0	1	1
chr5	3002875	3002934	11	3	140	4	1
chr5	3005475	3005486	0	154	0	1	1
chr5	3013104	3013145	31	15	108	5	1
chr5	3017145	3017156	0	84	70	1	1
chr5	3036606	3036647	6	25	123	4	1
chr5	3040280	3040291	0	151	3	1	1
chr5	3040715	3040726	0	145	9	1	1
chr5	3042113	3042124	0	133	21	1	1
chr5	3042882	3042905	0	126	28	1	1
chr5	3045415	3045426	0	150	4	1	1
chr5	3046289	3046300	0	116	38	1	1
chr5	3049059	3049072	0	111	43	1	1
chr5	3049331	3049410	1	78	75	3	2
chr5	3049768	3049791	4	125	25	2	1
chr5	3052298	3052321	4	126	24	3	1
chr5	3059562	3059573	0	119	35	1	1
chr5	3070644	3070655	0	53	101	1	1
chr5	3073414	3073425	0	113	41	1	1
chr5	3074708	3074763	0	0	154	0	0
chr5	3077158	3077175	0	141	13	1	1
chr5	3088611	3088665	2	69	83	3	2
chr5	3090105	3090119	0	146	8	1	1
chr5	3090124	3090143	0	152	2	1	1
chr5	3092739	3092784	5	17	132	3	1
chr5	3096002	3096033	1	131	22	2	1
chr5	3097687	3097700	1	131	22	2	1
chr5	3098058	3098105	7	25	122	4	2
chr5	3106911	3106922	1	150	3	2	1
chr5	3118460	3118484	0	78	76	1	1
chr5	3127598	3127630	0	133	21	1	1
chr5	3135358	3135372	0	119	35	1	1
chr5	3136484	3136495	0	123	31	1	1
chr5	3137101	3137120	0	142	12	1	1
chr5	3141155	3141172	1	151	2	2	1
chr5	3144766	3144777	0	107	47	1	1
chr5	3145716	3145751	6	65	83	3	1
chr5	3147199	3147210	0	82	72	1	1
chr5	3149520	3149551	0	149	5	1	1
chr5	3150536	3150555	0	135	19	1	1
chr5	3151142	3151156	0	141	13	1	1
chr5	3153969	3153980	0	96	58	1	1
chr5	3155057	3155068	0	141	13	1	1
chr5	3161455	3161466	0	149	5	1	1
chr5	3165260	3165311	5	1	148	5	1
chr5	3167813	3167824	0	93	61	1	1
chr5	3168439	3168450	0	151	3	1	1
chr5	3195029	3195053	0	148	6	1	1
chr5	3198073	3198084	0	140	14	1	1
chr5	3202073	3202084	5	144	5	2	1
chr5	3208152	3208171	1	132	21	2	1
chr5	3210270	3210289	0	150	4	1	1
chr5	3210499	3210510	0	149	5	1	1
chr5	3212621	3212740	0	0	154	0	0
chr5	3215556	3215595	2	131	21	5	3
chr5	3216609	3216660	1	0	153	1	0
chr5	3217468	3217503	16	69	69	4	1
chr5	3217503	3217534	3	65	86	3	1
chr5	3219181	3219192	0	128	26	1	1
chr5	3220350	3220370	0	145	9	1	1
chr5	3221308	3221335	4	104	46	3	1
chr5	3223401	3223412	0	142	12	1	1
chr5	3227918	3227932	0	148	6	1	1
chr5	3227931	3227942	0	148	6	1	1
chr5	3228469	3228484	0	129	25	1	1
chr5	3229889	3229912	0	142	12	1	1
chr5	3230743	3230754	0	131	23	1	1
chr5	3232516	3232553	7	47	100	5	1
chr5	3233387	3233421	0	143	11	1	1
chr5	3233792	3233831	2	136	16	3	1
chr5	3235749	3235768	4	113	37	4	1
chr5	3237766	3237777	0	140	14	1	1
chr5	3241271	3241298	0	150	4	1	1
chr5	3241979	3242050	5	39	110	5	2
chr5	3246836	3246871	8	50	96	4	1
chr5	3247765	3247788	4	106	44	3	1
chr5	3250708	3250763	2	4	148	3	1
chr5	3254411	3254422	0	149	5	1	1
chr5	3257687	3257732	9	20	125	4	1
chr5	3260076	3260099	0	38	116	1	1
chr5	3260113	3260124	7	110	37	4	1
chr5	3260128	3260175	2	127	25	3	1
chr5	3261750	3261779	11	78	65	3	1
chr5	3267156	3267167	0	149	5	1	1
chr5	3270228	3270271	5	10	139	4	1
chr5	3270873	3270890	0	153	1	1	1
chr5	3271078	3271089	0	154	0	1	1
chr5	3271333	3271382	4	11	139	3	1
chr5	3271904	3271923	1	111	42	2	1
chr5	3283564	3283581	0	135	19	1	1
chr5	3285646	3285670	0	135	19	1	1
chr5	3286100	3286143	10	37	107	4	1
chr5	3287330	3287381	2	5	147	3	1
chr5	3287689	3287703	0	139	15	1	1
chr5	3287791	3287840	16	19	119	7	1
chr5	3287841	3287876	10	62	82	5	1
chr5	3289946	3289961	0	135	19	1	1
chr5	3290758	3290801	2	23	129	3	1
chr5	3293663	3293686	0	147	7	1	1
chr5	3296079	3296090	0	150	4	1	1
chr5	3298259	3298270	0	148	6	1	1
chr5	3298358	3298369	0	142	12	1	1
chr5	3304734	3304745	0	128	26	1	1
chr5	3308229	3308240	0	148	6	1	1
chr5	3308267	3308280	0	115	39	1	1
chr5	3310949	3310973	2	109	43	3	1
chr5	3311137	3311152	0	136	18	1	1
chr5	3313317	3313328	0	150	4	1	1
chr5	3314298	3314315	0	139	15	1	1
chr5	3322072	3322083	1	126	27	2	1
chr5	3323832	3323853	3	128	23	2	1
chr5	3324987	3324998	0	147	7	1	1
chr5	3328340	3328363	0	147	7	1	1
chr5	3329870	3329881	0	154	0	1	1
chr5	3333373	3333384	0	152	2	1	1
chr5	3340273	3340284	0	146	8	1	1
chr5	3344186	3344197	0	146	8	1	1
chr5	3346156	3346183	0	145	9	1	1
chr5	3348212	3348231	0	129	25	1	1
chr5	3353285	3353300	0	139	15	1	1
chr5	3357072	3357083	0	150	4	1	1
chr5	3357896	3357907	0	151	3	1	1
chr5	3358638	3358655	4	134	16	2	1
chr5	3359529	3359608	1	0	153	1	0
chr5	3363117	3363158	13	36	105	4	1
chr5	3368082	3368093	0	143	11	1	1
chr5	3371807	3371822	0	143	11	1	1
chr5	3371896	3371907	0	134	20	1	1
chr5	3373078	3373121	5	34	115	3	1
chr5	3378155	3378166	0	143	11	1	1
chr5	3379262	3379273	0	150	4	1	1
chr5	3379514	3379545	1	114	39	2	1
chr5	3379807	3379821	0	142	12	1	1
chr5	3381591	3381602	25	62	67	10	1
chr5	3381662	3381677	2	150	2	3	1
chr5	3387634	3387649	0	147	7	1	1
chr5	3387649	3387660	0	149	5	1	1
chr5	3388062	3388085	11	107	36	4	2
chr5	3390652	3390667	0	151	3	1	1
chr5	3391106	3391119	2	124	28	3	1
chr5	3391905	3391919	0	144	10	1	1
chr5	3392608	3392619	0	147	7	1	1
chr5	3393598	3393609	0	136	18	1	1
chr5	3395903	3395965	48	70	36	7	1
chr5	3398451	3398465	0	136	18	1	1
chr5	3406326	3406337	0	134	20	1	1
